t_s,P_kW,power_normalized
0.000000000000000000e+00,6.015024646097251662e+02,4.292756027786098078e-03
1.000000000000000000e+00,6.012414818865464667e+02,3.547091104418457000e-03
2.000000000000000000e+00,6.000000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,6.008233147579252318e+02,2.352327879786481491e-03
4.000000000000000000e+00,6.013134329038344958e+02,3.752665439527049819e-03
5.000000000000000000e+00,7.257685982687870592e+02,3.593388521965344973e-01
6.000000000000000000e+00,8.287539148818484591e+02,6.535826139481385466e-01
7.000000000000000000e+00,8.286798546117792057e+02,6.533710131765119167e-01
8.000000000000000000e+00,8.283469588579941956e+02,6.524198824514119144e-01
9.000000000000000000e+00,8.267058905557994422e+02,6.477311158737125707e-01
1.000000000000000000e+01,6.592243387563355554e+02,1.692123964466728525e-01
1.100000000000000000e+01,7.235091596550039412e+02,3.528833133000111588e-01
1.200000000000000000e+01,8.283800067458594185e+02,6.525143049881698687e-01
1.300000000000000000e+01,8.273736384108183302e+02,6.496389668880525603e-01
1.400000000000000000e+01,8.283595716047592532e+02,6.524559188707407253e-01
1.500000000000000000e+01,8.275757941183885578e+02,6.502165546239672134e-01
1.600000000000000000e+01,8.290752101828431933e+02,6.545006005224092149e-01
1.700000000000000000e+01,8.286293639685554808e+02,6.532267541958728385e-01
1.800000000000000000e+01,8.277824933282408892e+02,6.508071237949738519e-01
1.900000000000000000e+01,8.289949965991470435e+02,6.542714188547058551e-01
2.000000000000000000e+01,8.294093527087320581e+02,6.554552934535201603e-01
2.100000000000000000e+01,7.487590439140226408e+02,4.250258397543505429e-01
2.200000000000000000e+01,6.019299223314563960e+02,5.514063804161179957e-03
2.300000000000000000e+01,6.013080226399582671e+02,3.737207542737903867e-03
2.400000000000000000e+01,6.012172185701492708e+02,3.477767343283651169e-03
2.500000000000000000e+01,6.019726016837444149e+02,5.636004810698267212e-03
2.600000000000000000e+01,7.710720747003985025e+02,4.887773562868527599e-01
2.700000000000000000e+01,8.521790737915869158e+02,7.205116394045339989e-01
2.800000000000000000e+01,8.519612324486326997e+02,7.198892355675219346e-01
2.900000000000000000e+01,8.479499790799525272e+02,7.084285116570071539e-01
3.000000000000000000e+01,8.805160229740608884e+02,8.014743513544598796e-01
3.100000000000000000e+01,9.480763717864174396e+02,9.945039193897642349e-01
3.200000000000000000e+01,9.477804630272876238e+02,9.936584657922504782e-01
3.300000000000000000e+01,9.472043831609704512e+02,9.920125233170583590e-01
3.400000000000000000e+01,9.474858001231839353e+02,9.928165717805254031e-01
3.500000000000000000e+01,9.480593596022097245e+02,9.944553131491706832e-01
3.600000000000000000e+01,8.835743231483098725e+02,8.102123518523139944e-01
3.700000000000000000e+01,8.500433172658836156e+02,7.144094779025245145e-01
3.800000000000000000e+01,8.489622551465895413e+02,7.113207289902557795e-01
3.900000000000000000e+01,8.520874334523633706e+02,7.202498098638954183e-01
4.000000000000000000e+01,8.532287770131248408e+02,7.235107914660710016e-01
4.100000000000000000e+01,9.383452837628312864e+02,9.667008107509464931e-01
4.200000000000000000e+01,9.460730551961340780e+02,9.887801577032402367e-01
4.300000000000000000e+01,9.469995331693373828e+02,9.914272376266782816e-01
4.400000000000000000e+01,9.470196296870544757e+02,9.914846562487268367e-01
4.500000000000000000e+01,9.469380667736547821e+02,9.912516193532993070e-01
4.600000000000000000e+01,9.461954531224960192e+02,9.891298660642741103e-01
4.700000000000000000e+01,7.962742862228166132e+02,5.607836749223332751e-01
4.800000000000000000e+01,8.545296624395521121e+02,7.272276069701488765e-01
4.900000000000000000e+01,8.516183517760612176e+02,7.189095765030318885e-01
5.000000000000000000e+01,8.501860976765133273e+02,7.148174219328952139e-01
5.100000000000000000e+01,8.730962380286791813e+02,7.802749657962262386e-01
5.200000000000000000e+01,9.486371574303746002e+02,9.961061640867847622e-01
5.300000000000000000e+01,9.482312892227951124e+02,9.949465406365575193e-01
5.400000000000000000e+01,9.484531216277686099e+02,9.955803475079102460e-01
5.500000000000000000e+01,9.475860780468990470e+02,9.931030801339970626e-01
5.600000000000000000e+01,9.470600470072507733e+02,9.916001343064307916e-01
5.700000000000000000e+01,8.921703146314612241e+02,8.347723275184607550e-01
5.800000000000000000e+01,8.502313338407071797e+02,7.149466681163061388e-01
5.900000000000000000e+01,8.509149456027184897e+02,7.168998445791955332e-01
6.000000000000000000e+01,8.542387705612654827e+02,7.263964873179012960e-01
6.100000000000000000e+01,8.538581910489951952e+02,7.253091172828433075e-01
6.200000000000000000e+01,9.326944422552794549e+02,9.505555493007983303e-01
6.300000000000000000e+01,9.451019386672951441e+02,9.860055390494147920e-01
6.400000000000000000e+01,9.468823352714998691e+02,9.910923864899997549e-01
6.500000000000000000e+01,9.472248959260256242e+02,9.920711312172160179e-01
6.600000000000000000e+01,9.477789662943783924e+02,9.936541894125097141e-01
6.700000000000000000e+01,9.483118888404799236e+02,9.951768252585142527e-01
6.800000000000000000e+01,8.421489517758934653e+02,6.918541479311243192e-01
6.900000000000000000e+01,8.537722374856084571e+02,7.250635356731668368e-01
7.000000000000000000e+01,8.501148214011665232e+02,7.146137754319042967e-01
7.100000000000000000e+01,8.492079121116155420e+02,7.120226060331872331e-01
7.200000000000000000e+01,8.807370153043173104e+02,8.021057580123354125e-01
7.300000000000000000e+01,9.477859748784484282e+02,9.936742139384241446e-01
7.400000000000000000e+01,9.483111402788777013e+02,9.951746865110793205e-01
7.500000000000000000e+01,9.471911413498430647e+02,9.919746895709803391e-01
7.600000000000000000e+01,9.482935543779708496e+02,9.951244410799169327e-01
7.700000000000000000e+01,9.478322915428797160e+02,9.938065472653705434e-01
7.800000000000000000e+01,8.846245632729783210e+02,8.132130379227952011e-01
7.900000000000000000e+01,8.514971012008049911e+02,7.185631462880140985e-01
8.000000000000000000e+01,8.542884967649567898e+02,7.265385621855907639e-01
8.100000000000000000e+01,8.538975301458469858e+02,7.254215147024200006e-01
8.200000000000000000e+01,8.534217168443724404e+02,7.240620481267783237e-01
8.300000000000000000e+01,9.366181600252604085e+02,9.617661715007440604e-01
8.400000000000000000e+01,9.467970735954877455e+02,9.908487817013934551e-01
8.500000000000000000e+01,9.474080512178436493e+02,9.925944320509817453e-01
8.600000000000000000e+01,9.470356542344491118e+02,9.915304406698546291e-01
8.700000000000000000e+01,9.472566840572135334e+02,9.921619544491816489e-01
8.800000000000000000e+01,9.473658555080530732e+02,9.924738728801515419e-01
8.900000000000000000e+01,8.360073656525796650e+02,6.743067590073705819e-01
9.000000000000000000e+01,8.513281311931611981e+02,7.180803748376032303e-01
9.100000000000000000e+01,8.502607024901249133e+02,7.150305785432141681e-01
9.200000000000000000e+01,8.509449001485839972e+02,7.169854289959542992e-01
9.300000000000000000e+01,8.921471322784175300e+02,8.347060922240501224e-01
9.400000000000000000e+01,9.472749532156542500e+02,9.922141520447262941e-01
9.500000000000000000e+01,9.481206724633872227e+02,9.946304927525349004e-01
9.600000000000000000e+01,9.477680932951888053e+02,9.936231237005395123e-01
9.700000000000000000e+01,9.478228967356812973e+02,9.937797049590896270e-01
9.800000000000000000e+01,9.476676800911100145e+02,9.933362288317429956e-01
9.900000000000000000e+01,8.791174945678387758e+02,7.974785559081107866e-01
1.000000000000000000e+02,8.548095936789198959e+02,7.280274105111997907e-01
1.010000000000000000e+02,8.552753668696368550e+02,7.293581910561051096e-01
1.020000000000000000e+02,8.548877254649851238e+02,7.282506441856717583e-01
1.030000000000000000e+02,8.506899325861984380e+02,7.162569502462813320e-01
1.040000000000000000e+02,9.434332098125928496e+02,9.812377423216939176e-01
1.050000000000000000e+02,9.470675150451706941e+02,9.916214715576303629e-01
1.060000000000000000e+02,9.478672757525216639e+02,9.939065021500618213e-01
1.070000000000000000e+02,9.479311154646754858e+02,9.940889013276440478e-01
1.080000000000000000e+02,9.476661145680971003e+02,9.933317559088488125e-01
1.090000000000000000e+02,9.396483549739921273e+02,9.704238713542634454e-01
1.100000000000000000e+02,8.345153982397384880e+02,6.700439949706813447e-01
1.110000000000000000e+02,8.509049629031443374e+02,7.168713225804123068e-01
1.120000000000000000e+02,8.501795285109679980e+02,7.147986528884798796e-01
1.130000000000000000e+02,8.535474404487606535e+02,7.244212584250303566e-01
1.140000000000000000e+02,8.991225152351723864e+02,8.546357578147784073e-01
1.150000000000000000e+02,9.469405137743590331e+02,9.912586107838828875e-01
1.160000000000000000e+02,9.482414798454998390e+02,9.949756567014281794e-01
