t_s,P_kW,power_normalized
0.000000000000000000e+00,6.045585957253126708e+02,1.302455921517898033e-02
1.000000000000000000e+00,6.044957403556480813e+02,1.284497244470869833e-02
2.000000000000000000e+00,6.028907574627113490e+02,8.259307036318086145e-03
3.000000000000000000e+00,6.047141522413008943e+02,1.346900640371670628e-02
4.000000000000000000e+00,6.054909288415550463e+02,1.568836811872883347e-02
5.000000000000000000e+00,6.028975205176103600e+02,8.278630050315399780e-03
6.000000000000000000e+00,6.037439989267005558e+02,1.069713979057305801e-02
7.000000000000000000e+00,6.039513699368741300e+02,1.128962839106882610e-02
8.000000000000000000e+00,6.051777480405194183e+02,1.479356583005539058e-02
9.000000000000000000e+00,6.038894535013910172e+02,1.111272428968854836e-02
1.000000000000000000e+01,6.046337173286206053e+02,1.323919236748749562e-02
1.100000000000000000e+01,6.049646400641048558e+02,1.418468589744237979e-02
1.200000000000000000e+01,6.035777930040675301e+02,1.022226572590726607e-02
1.300000000000000000e+01,6.030602883371606140e+02,8.743680963316199581e-03
1.400000000000000000e+01,6.042753368403788272e+02,1.221524811536794583e-02
1.500000000000000000e+01,6.003687659264465992e+02,1.053616932704495293e-03
1.600000000000000000e+01,6.000214925227134017e+02,6.140720775266881790e-05
1.700000000000000000e+01,6.000057576972292281e+02,1.645056351203660398e-05
1.800000000000000000e+01,6.000034206156175287e+02,9.773187478757720500e-06
1.900000000000000000e+01,6.000053003357905936e+02,1.514381654468871872e-05
2.000000000000000000e+01,6.000085129307522038e+02,2.432265929209777492e-05
2.100000000000000000e+01,6.000001365426431903e+02,3.901218375930276669e-07
2.200000000000000000e+01,6.000014564173993676e+02,4.161192569538497499e-06
2.300000000000000000e+01,6.000072159247403079e+02,2.061692782958180826e-05
2.400000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00
2.500000000000000000e+01,6.000029818448649621e+02,8.519556756974847647e-06
2.600000000000000000e+01,6.000037998100124241e+02,1.085660003541173909e-05
2.700000000000000000e+01,6.000121928496206465e+02,3.483671320186802289e-05
2.800000000000000000e+01,6.000063109961646433e+02,1.803141761338364674e-05
2.900000000000000000e+01,6.000075871913783203e+02,2.167768965241520553e-05
3.000000000000000000e+01,6.000096827743226413e+02,2.766506949322601700e-05
3.100000000000000000e+01,6.000069785716568731e+02,1.993877616247786733e-05
3.200000000000000000e+01,6.000113002727192679e+02,3.228649348357981452e-05
3.300000000000000000e+01,6.000221191377996774e+02,6.319753657053191426e-05
3.400000000000000000e+01,6.000517990166200661e+02,1.479971903430428947e-04
3.500000000000000000e+01,6.000659095652082442e+02,1.883130434521994236e-04
3.600000000000000000e+01,6.000640185786454595e+02,1.829102247013615168e-04
3.700000000000000000e+01,6.000756762837578435e+02,2.162179535937679619e-04
3.800000000000000000e+01,6.000685053935077349e+02,1.957296957364854681e-04
3.900000000000000000e+01,6.000652668582799834e+02,1.864767379427616472e-04
4.000000000000000000e+01,6.000577091526378126e+02,1.648832932509575341e-04
4.100000000000000000e+01,6.000608808073134242e+02,1.739451637525277347e-04
4.200000000000000000e+01,6.007341200780007284e+02,2.097485937144942438e-03
4.300000000000000000e+01,6.020081146857685326e+02,5.737470530767114010e-03
4.400000000000000000e+01,6.019711633776224744e+02,5.631895364635479406e-03
4.500000000000000000e+01,6.043342828892419902e+02,1.238366539783419817e-02
4.600000000000000000e+01,6.005034658199207342e+02,1.438473771202083973e-03
4.700000000000000000e+01,6.005051112084017859e+02,1.443174881147807689e-03
4.800000000000000000e+01,6.005099961362495833e+02,1.457131817856091843e-03
4.900000000000000000e+01,6.016161217362210891e+02,4.617490674917543864e-03
5.000000000000000000e+01,6.013552241285551645e+02,3.872068938728899078e-03
5.100000000000000000e+01,6.001141471322862344e+02,3.261346636748052217e-04
5.200000000000000000e+01,6.009371933787298303e+02,2.677695367799359880e-03
5.300000000000000000e+01,6.014271516801222788e+02,4.077576228920851316e-03
5.400000000000000000e+01,7.258417279015759505e+02,3.595477940045028742e-01
5.500000000000000000e+01,8.287934574330404303e+02,6.536955926658296612e-01
5.600000000000000000e+01,8.287194213165923884e+02,6.534840609045495796e-01
5.700000000000000000e+01,8.283866341316520447e+02,6.525332403761486821e-01
5.800000000000000000e+01,8.267461010387160059e+02,6.478460029677601817e-01
5.900000000000000000e+01,6.593191707788200802e+02,1.694833450823429455e-01
6.000000000000000000e+01,7.235830261690452971e+02,3.530943604829864246e-01
6.100000000000000000e+01,8.284196712414554895e+02,6.526276321184443230e-01
6.200000000000000000e+01,8.274136311180129724e+02,6.497532317657512824e-01
6.300000000000000000e+01,8.283992427649632191e+02,6.525692650427520336e-01
