t_s,P_kW,power_normalized
0.000000000000000000e+00,7.265427798639968842e+02,3.615507996114196154e-01
1.000000000000000000e+00,7.269899037204652359e+02,3.628282963441862852e-01
2.000000000000000000e+00,7.274370275769341561e+02,3.641057930769548423e-01
3.000000000000000000e+00,7.278841514334025078e+02,3.653832898097215121e-01
4.000000000000000000e+00,7.283312752898715416e+02,3.666607865424901247e-01
5.000000000000000000e+00,7.287783991463398934e+02,3.679382832752567944e-01
6.000000000000000000e+00,7.292255230028082451e+02,3.692157800080234642e-01
7.000000000000000000e+00,7.296726468592771653e+02,3.704932767407920768e-01
8.000000000000000000e+00,7.301197707157455170e+02,3.717707734735587466e-01
9.000000000000000000e+00,7.305668945722145509e+02,3.730482702063273037e-01
1.000000000000000000e+01,7.310140184286829026e+02,3.743257669390940290e-01
1.100000000000000000e+01,7.314611422851512543e+02,3.756032636718606987e-01
1.200000000000000000e+01,7.319082661416202882e+02,3.768807604046292559e-01
1.300000000000000000e+01,7.323553899980886399e+02,3.781582571373959256e-01
1.400000000000000000e+01,7.328025138545575601e+02,3.794357538701645383e-01
1.500000000000000000e+01,7.332496377110259118e+02,3.807132506029312080e-01
1.600000000000000000e+01,7.336967615674942635e+02,3.819907473356978778e-01
1.700000000000000000e+01,7.341438854239632974e+02,3.832682440684664904e-01
1.800000000000000000e+01,7.345910092804315354e+02,3.845457408012331602e-01
1.900000000000000000e+01,7.350381331369005693e+02,3.858232375340017173e-01
2.000000000000000000e+01,7.354852569933689210e+02,3.871007342667684425e-01
2.100000000000000000e+01,7.359323808498372728e+02,3.883782309995351123e-01
2.200000000000000000e+01,7.363795047063063066e+02,3.896557277323036694e-01
2.300000000000000000e+01,7.368266285627746583e+02,3.909332244650703392e-01
2.400000000000000000e+01,7.372737524192436922e+02,3.922107211978389518e-01
2.500000000000000000e+01,7.377208762757119302e+02,3.934882179306056216e-01
2.600000000000000000e+01,7.381680001321802820e+02,3.947657146633722913e-01
2.700000000000000000e+01,7.386151239886493158e+02,3.960432113961409040e-01
2.800000000000000000e+01,7.390622478451176676e+02,3.973207081289075737e-01
