t_s,P_kW,power_normalized
0.000000000000000000e+00,7.452804417967781774e+02,4.150869765622234864e-01
1.000000000000000000e+00,7.402199820802077284e+02,4.006285202291647862e-01
2.000000000000000000e+00,7.393423761687911338e+02,3.981210747679744810e-01
3.000000000000000000e+00,8.355674789808083460e+02,6.730499399451668197e-01
4.000000000000000000e+00,9.438727043529534058e+02,9.824934410084381620e-01
5.000000000000000000e+00,9.452474642316510653e+02,9.864213263761461015e-01
6.000000000000000000e+00,9.462690386265171583e+02,9.893401103614777314e-01
7.000000000000000000e+00,9.445382966054631879e+02,9.843951331584662734e-01
8.000000000000000000e+00,9.411633376696534015e+02,9.747523933418670294e-01
9.000000000000000000e+00,7.115949866368779340e+02,3.188428189625083786e-01
1.000000000000000000e+01,7.398555593719672743e+02,3.995873124913350560e-01
1.100000000000000000e+01,7.469604283471167037e+02,4.198869381346190255e-01
1.200000000000000000e+01,7.494909205584294796e+02,4.271169158812271882e-01
1.300000000000000000e+01,7.459251232465576322e+02,4.169289235615930567e-01
1.400000000000000000e+01,9.100826522791242041e+02,8.859504350832122510e-01
1.500000000000000000e+01,9.425028579428587818e+02,9.785795941224537664e-01
1.600000000000000000e+01,9.445620692600679149e+02,9.844630550287655213e-01
1.700000000000000000e+01,9.452122404877723056e+02,9.863206871079208682e-01
1.800000000000000000e+01,9.437125134329877483e+02,9.820357526656792180e-01
1.900000000000000000e+01,9.431992199162232282e+02,9.805691997606376109e-01
2.000000000000000000e+01,7.295383392963083224e+02,3.701095408465951975e-01
2.100000000000000000e+01,7.419954047129172068e+02,4.057011563226206041e-01
2.200000000000000000e+01,7.393421157938852275e+02,3.981203308396720209e-01
2.300000000000000000e+01,7.393983229340261687e+02,3.982809226686461757e-01
2.400000000000000000e+01,8.118571002154828875e+02,6.053060006156655293e-01
2.500000000000000000e+01,9.450667093764595847e+02,9.859048839327417824e-01
2.600000000000000000e+01,9.455321992315998614e+02,9.872348549474280199e-01
2.700000000000000000e+01,9.459627541736193734e+02,9.884650119246267685e-01
2.800000000000000000e+01,9.463782148243426491e+02,9.896520423552648271e-01
2.900000000000000000e+01,9.423343333523514502e+02,9.780980952924327454e-01
3.000000000000000000e+01,8.215081123526351803e+02,6.328803210075292229e-01
3.100000000000000000e+01,7.431952329942359938e+02,4.091292371263884897e-01
3.200000000000000000e+01,7.480488472287861441e+02,4.229967063679604400e-01
3.300000000000000000e+01,7.484320139404138672e+02,4.240914684011825586e-01
3.400000000000000000e+01,7.403830978872870219e+02,4.010945653922485810e-01
3.500000000000000000e+01,9.158568572712630385e+02,9.024481636321801670e-01
3.600000000000000000e+01,9.427358281784058818e+02,9.792452233668741401e-01
3.700000000000000000e+01,9.441149808961883991e+02,9.831856597033952205e-01
3.800000000000000000e+01,9.443601281422204465e+02,9.838860804063441767e-01
3.900000000000000000e+01,9.455375155697408900e+02,9.872500444849738876e-01
4.000000000000000000e+01,9.445585776737797232e+02,9.844530790679419940e-01
4.100000000000000000e+01,7.195095533625168400e+02,3.414558667500481315e-01
4.200000000000000000e+01,7.415640860493185755e+02,4.044688172837674900e-01
4.300000000000000000e+01,7.386820335605669925e+02,3.962343816016200004e-01
4.400000000000000000e+01,7.435699329891563139e+02,4.101998085404465755e-01
4.500000000000000000e+01,8.190522484075515877e+02,6.258635668787188022e-01
4.600000000000000000e+01,9.450811122765069285e+02,9.859460350757340841e-01
4.700000000000000000e+01,9.467342764838664380e+02,9.906693613824755218e-01
4.800000000000000000e+01,9.449452382316403600e+02,9.855578235189726977e-01
4.900000000000000000e+01,9.441042770226729317e+02,9.831550772076370626e-01
5.000000000000000000e+01,9.434072381338376090e+02,9.811635375252500957e-01
5.100000000000000000e+01,8.100263494069671424e+02,6.000752840199061744e-01
5.200000000000000000e+01,7.501911093759704272e+02,4.291174553599155783e-01
5.300000000000000000e+01,7.500738572921952709e+02,4.287824494062720260e-01
5.400000000000000000e+01,7.446698579270962455e+02,4.133424512202749646e-01
5.500000000000000000e+01,7.391667281202264803e+02,3.976192232006470206e-01
5.600000000000000000e+01,9.270439329965577144e+02,9.344112371330219879e-01
5.700000000000000000e+01,9.441653155183605577e+02,9.833294729096018205e-01
5.800000000000000000e+01,9.439217587831594756e+02,9.826335965233126135e-01
5.900000000000000000e+01,9.438745625449460022e+02,9.824987501284171421e-01
6.000000000000000000e+01,9.454419626689084453e+02,9.869770361968814854e-01
6.100000000000000000e+01,9.372759435805260182e+02,9.636455530872173325e-01
6.200000000000000000e+01,7.101740582960899246e+02,3.147830237031141731e-01
6.300000000000000000e+01,7.408293298902553943e+02,4.023695139721584213e-01
6.400000000000000000e+01,7.426617547218573918e+02,4.076050134910210176e-01
6.500000000000000000e+01,7.482696682966314938e+02,4.236276237046614490e-01
6.600000000000000000e+01,8.304552890329949832e+02,6.584436829514141998e-01
6.700000000000000000e+01,9.431582546660717981e+02,9.804521561887764580e-01
6.800000000000000000e+01,9.455626088950234589e+02,9.873217397000669804e-01
6.900000000000000000e+01,9.462780230485902848e+02,9.893657801388294759e-01
7.000000000000000000e+01,9.442127989231726133e+02,9.834651397804933248e-01
7.100000000000000000e+01,9.448224111744222000e+02,9.852068890697777137e-01
7.200000000000000000e+01,8.080809705238746119e+02,5.945170586396416601e-01
7.300000000000000000e+01,7.510397567702635797e+02,4.315421622007531988e-01
7.400000000000000000e+01,7.495303001517931989e+02,4.272294290051232291e-01
7.500000000000000000e+01,7.404663737363143809e+02,4.013324963894696618e-01
7.600000000000000000e+01,7.418501899605446397e+02,4.052862570301275502e-01
7.700000000000000000e+01,9.317006205322361438e+02,9.477160586635319239e-01
7.800000000000000000e+01,9.426768686244622586e+02,9.790767674984633961e-01
7.900000000000000000e+01,9.447195355175321083e+02,9.849129586215202847e-01
8.000000000000000000e+01,9.444347423555960859e+02,9.840992638731316244e-01
8.100000000000000000e+01,9.446708341198702783e+02,9.847738117710581607e-01
8.200000000000000000e+01,9.312892484258397872e+02,9.465407097881134435e-01
8.300000000000000000e+01,7.124309032536193627e+02,3.212311521531981962e-01
8.400000000000000000e+01,7.408480423111094524e+02,4.024229780317413740e-01
8.500000000000000000e+01,7.459627338381117170e+02,4.170363823946049986e-01
