t_s,P_kW,power_normalized
0.000000000000000000e+00,9.452738413383767693e+02,9.864966895382192291e-01
1.000000000000000000e+00,9.461970610948283138e+02,9.891344602709378764e-01
2.000000000000000000e+00,8.141712074975137057e+02,6.119177357071821088e-01
3.000000000000000000e+00,7.817526766426444738e+02,5.192933618361271764e-01
4.000000000000000000e+00,7.798769521540036749e+02,5.139341490114390787e-01
5.000000000000000000e+00,7.753367612441202255e+02,5.009621749832007254e-01
6.000000000000000000e+00,7.766599965592286026e+02,5.047428473120818548e-01
7.000000000000000000e+00,9.409546056072845204e+02,9.741560160208126984e-01
8.000000000000000000e+00,9.457891237480002928e+02,9.879689249942864571e-01
9.000000000000000000e+00,9.452789320438471350e+02,9.865112344109919773e-01
1.000000000000000000e+01,9.457996407996115522e+02,9.879989737131756877e-01
1.100000000000000000e+01,9.455726090205456558e+02,9.873503114872732578e-01
1.200000000000000000e+01,9.130946979931892429e+02,8.945562799805407694e-01
1.300000000000000000e+01,7.494665816194184345e+02,4.270473760554813203e-01
1.400000000000000000e+01,7.734335212344672073e+02,4.955243463841920715e-01
1.500000000000000000e+01,7.757553630601956911e+02,5.021581801719876559e-01
1.600000000000000000e+01,7.797662445112518981e+02,5.136178414607197595e-01
1.700000000000000000e+01,8.670534625089558176e+02,7.630098928827306892e-01
1.800000000000000000e+01,9.443703971504427273e+02,9.839154204298363737e-01
1.900000000000000000e+01,9.458765579014473133e+02,9.882187368612781464e-01
2.000000000000000000e+01,9.439079535815136524e+02,9.825941530900389465e-01
2.100000000000000000e+01,9.467075568158234091e+02,9.905930194737810890e-01
2.200000000000000000e+01,9.462599766026771704e+02,9.893142188647918722e-01
2.300000000000000000e+01,8.046748168718900160e+02,5.847851910625427863e-01
2.400000000000000000e+01,7.794408961444432862e+02,5.126882746984093853e-01
2.500000000000000000e+01,7.778481048929988901e+02,5.081374425514252335e-01
2.600000000000000000e+01,7.721615087518655400e+02,4.918900250053299672e-01
2.700000000000000000e+01,7.835641156332426362e+02,5.244689018092646426e-01
2.800000000000000000e+01,9.441647346288950757e+02,9.833278132254144044e-01
2.900000000000000000e+01,9.465100342564716129e+02,9.900286693042046338e-01
3.000000000000000000e+01,9.321789203599441862e+02,9.490826295998405771e-01
3.100000000000000000e+01,8.629201831826364923e+02,7.512005233789614822e-01
3.200000000000000000e+01,9.418770378991312100e+02,9.767915368546605803e-01
3.300000000000000000e+01,9.426789135668452673e+02,9.790826101909865242e-01
3.400000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00
3.500000000000000000e+01,7.721323929636830599e+02,4.918068370390945576e-01
3.600000000000000000e+01,7.746740913172644696e+02,4.990688323350414013e-01
3.700000000000000000e+01,7.788699641457335474e+02,5.110570404163814473e-01
3.800000000000000000e+01,7.878927311725550453e+02,5.368363747787286977e-01
3.900000000000000000e+01,9.441325367304939391e+02,9.832358192299827104e-01
4.000000000000000000e+01,9.467082894349588287e+02,9.905951126713109511e-01
4.100000000000000000e+01,9.457784863666820456e+02,9.879385324762346432e-01
4.200000000000000000e+01,9.452341214164325720e+02,9.863832040469503459e-01
4.300000000000000000e+01,9.462040845977928711e+02,9.891545274222651729e-01
4.400000000000000000e+01,9.132821568485005628e+02,8.950918767100015661e-01
4.500000000000000000e+01,7.523507072756829075e+02,4.352877350733795336e-01
4.600000000000000000e+01,7.773200898584331071e+02,5.066288281669516502e-01
4.700000000000000000e+01,7.719990476094021687e+02,4.914258503125775723e-01
4.800000000000000000e+01,7.717210805392912789e+02,4.906316586836893534e-01
4.900000000000000000e+01,8.718526302294774268e+02,7.767218006556495524e-01
5.000000000000000000e+01,9.443154442310069498e+02,9.837584120885913830e-01
5.100000000000000000e+01,9.462822834439937196e+02,9.893779526971249183e-01
5.200000000000000000e+01,9.460542652656743030e+02,9.887264721876409812e-01
5.300000000000000000e+01,9.459656079302105809e+02,9.884731655148872864e-01
5.400000000000000000e+01,9.461721782391589386e+02,9.890633663975970657e-01
5.500000000000000000e+01,7.957974195990805129e+02,5.594211988545157999e-01
5.600000000000000000e+01,7.741913217602541408e+02,4.976894907435834292e-01
5.700000000000000000e+01,7.797782161674301733e+02,5.136520461926576964e-01
5.800000000000000000e+01,7.787945253268006809e+02,5.108415009337161639e-01
5.900000000000000000e+01,7.918582487897563169e+02,5.481664251135895949e-01
6.000000000000000000e+01,9.491469085355593052e+02,9.975625958158836903e-01
6.100000000000000000e+01,9.474293760634116097e+02,9.926553601811758387e-01
6.200000000000000000e+01,9.457946868615094900e+02,9.879848196043129471e-01
6.300000000000000000e+01,9.446477327013348031e+02,9.847078077180994038e-01
6.400000000000000000e+01,9.454490848815223671e+02,9.869973853757781912e-01
6.500000000000000000e+01,8.955719781307350331e+02,8.444913660878143880e-01
6.600000000000000000e+01,7.593565528898024013e+02,4.553044368280068643e-01
6.700000000000000000e+01,7.719576821275643397e+02,4.913076632216125672e-01
6.800000000000000000e+01,7.724161011880307797e+02,4.926174319658023215e-01
6.900000000000000000e+01,7.733174748796163840e+02,4.951927853703326221e-01
7.000000000000000000e+01,8.854489860108742505e+02,8.155685314596404778e-01
7.100000000000000000e+01,9.435516999821556965e+02,9.815762856633020172e-01
7.200000000000000000e+01,9.472072552748043108e+02,9.920207293565839191e-01
7.300000000000000000e+01,9.454551456032763781e+02,9.870147017236466924e-01
7.400000000000000000e+01,9.452659879220971106e+02,9.864742512059916368e-01
7.500000000000000000e+01,9.460808977942546107e+02,9.888025651264417126e-01
7.600000000000000000e+01,7.867736303184976805e+02,5.336389437671361646e-01
7.700000000000000000e+01,7.779990717985822357e+02,5.085687765673779781e-01
7.800000000000000000e+01,7.802319871944273473e+02,5.149485348412208285e-01
7.900000000000000000e+01,7.803609747736367126e+02,5.153170707818190976e-01
8.000000000000000000e+01,7.958675697639803275e+02,5.596216278970866931e-01
8.100000000000000000e+01,9.472319284968828015e+02,9.920912242768080702e-01
8.200000000000000000e+01,9.479016894648107154e+02,9.940048270423165189e-01
8.300000000000000000e+01,9.457076158463196407e+02,9.877360452751990927e-01
8.400000000000000000e+01,9.466419345985700602e+02,9.904055274244858431e-01
8.500000000000000000e+01,9.456739609473700057e+02,9.876398884210570994e-01
8.600000000000000000e+01,8.669814938335616716e+02,7.628042680958905253e-01
8.700000000000000000e+01,7.722715542721266502e+02,4.922044407775047481e-01
8.800000000000000000e+01,7.727581301930042628e+02,4.935946576942978892e-01
8.900000000000000000e+01,7.724669191346914658e+02,4.927626260991185281e-01
9.000000000000000000e+01,7.759752507265874328e+02,5.027864306473927014e-01
9.100000000000000000e+01,8.956572928214093281e+02,8.447351223468838599e-01
9.200000000000000000e+01,9.434075683415205731e+02,9.811644809757732455e-01
9.300000000000000000e+01,9.449870981120125180e+02,9.856774231771787687e-01
9.400000000000000000e+01,9.460110049356221680e+02,9.886028712446349731e-01
9.500000000000000000e+01,9.472877076040427937e+02,9.922505931544080005e-01
9.600000000000000000e+01,9.436960627174416913e+02,9.819887506212617856e-01
9.700000000000000000e+01,7.815071504989897448e+02,5.185918585685421744e-01
9.800000000000000000e+01,7.800013181589074520e+02,5.142894804540213416e-01
9.900000000000000000e+01,7.806877464506669639e+02,5.162507041447627065e-01
1.000000000000000000e+02,7.752289005059971032e+02,5.006540014457059318e-01
1.010000000000000000e+02,8.056528865290091517e+02,5.875796757971690765e-01
1.020000000000000000e+02,9.473424371751793842e+02,9.924069633576554361e-01
1.030000000000000000e+02,9.476899641028566066e+02,9.933998974367331813e-01
1.040000000000000000e+02,9.452580702337422736e+02,9.864516292392636609e-01
1.050000000000000000e+02,9.460952692598532394e+02,9.888436264567234124e-01
1.060000000000000000e+02,9.460837993128670860e+02,9.888108551796201962e-01
1.070000000000000000e+02,8.600595695471563431e+02,7.430273415633040779e-01
1.080000000000000000e+02,7.701681760627759559e+02,4.861947887507883093e-01
1.090000000000000000e+02,7.742682546533667391e+02,4.979092990096191107e-01
1.100000000000000000e+02,7.757999902588171608e+02,5.022856864537631472e-01
1.110000000000000000e+02,7.800102361734376473e+02,5.143149604955360443e-01
1.120000000000000000e+02,9.022428630202969089e+02,8.635510372008484703e-01
1.130000000000000000e+02,9.423750804683716069e+02,9.782145156239190342e-01
1.140000000000000000e+02,9.465537071794597068e+02,9.901534490841706893e-01
1.150000000000000000e+02,9.454610024652338325e+02,9.870314356149538781e-01
1.160000000000000000e+02,9.461638470026580308e+02,9.890395628647371540e-01
1.170000000000000000e+02,9.454884703758280011e+02,9.871099153595086495e-01
1.180000000000000000e+02,7.760240879702594157e+02,5.029259656293127989e-01
1.190000000000000000e+02,7.811211996684935457e+02,5.174891419099814094e-01
1.200000000000000000e+02,7.796849074377248598e+02,5.133854498220710161e-01
1.210000000000000000e+02,7.741666028960739823e+02,4.976188654173540615e-01
1.220000000000000000e+02,8.127857182429668228e+02,6.079591949799050266e-01
1.230000000000000000e+02,9.463236195780158369e+02,9.894960559371881459e-01
1.240000000000000000e+02,9.468537038636159195e+02,9.910105824674741992e-01
1.250000000000000000e+02,9.454396967496949173e+02,9.869705621419855301e-01
1.260000000000000000e+02,9.457958498003822569e+02,9.879881422868063146e-01
1.270000000000000000e+02,9.460637127964719184e+02,9.887534651327768431e-01
1.280000000000000000e+02,8.510505371033597157e+02,7.172872488667419999e-01
1.290000000000000000e+02,7.683569066298631469e+02,4.810197332281804239e-01
1.300000000000000000e+02,7.743066859466466667e+02,4.980191027047047858e-01
1.310000000000000000e+02,7.816315757768441017e+02,5.189473593624118752e-01
1.320000000000000000e+02,7.795762086540851215e+02,5.130748818688147805e-01
1.330000000000000000e+02,9.128593398285778449e+02,8.938838280816510107e-01
1.340000000000000000e+02,9.424117344147964559e+02,9.783192411851326931e-01
1.350000000000000000e+02,9.447042621348859939e+02,9.848693203853883249e-01
1.360000000000000000e+02,9.445888471586291644e+02,9.845395633103690702e-01
1.370000000000000000e+02,9.465737265952884627e+02,9.902106474151098903e-01
1.380000000000000000e+02,9.440291661646826924e+02,9.829404747562360267e-01
1.390000000000000000e+02,6.972511682513687674e+02,2.778604807181964675e-01
1.400000000000000000e+02,7.804869288481860394e+02,5.156769395662459399e-01
1.410000000000000000e+02,7.733413629937060705e+02,4.952610371248746812e-01
1.420000000000000000e+02,7.729279324787718224e+02,4.940798070822051136e-01
1.430000000000000000e+02,7.910176159929133064e+02,5.457646171226092635e-01
1.440000000000000000e+02,9.456613907694702448e+02,9.876039736270579850e-01
1.450000000000000000e+02,9.476129659756384171e+02,9.931799027875380936e-01
1.460000000000000000e+02,9.465448456474389332e+02,9.901281304212541379e-01
1.470000000000000000e+02,9.461614627848971395e+02,9.890327508139916679e-01
1.480000000000000000e+02,9.457490167560073360e+02,9.878543335885923149e-01
1.490000000000000000e+02,8.512843639758136760e+02,7.179553256451818299e-01
1.500000000000000000e+02,7.178203736804071013e+02,3.366296390868773747e-01
1.510000000000000000e+02,7.765067681137882118e+02,5.043050517536806776e-01
1.520000000000000000e+02,7.809695832359376482e+02,5.170559521026789618e-01
1.530000000000000000e+02,7.789441289033075009e+02,5.112689397237357714e-01
1.540000000000000000e+02,8.668746914758116873e+02,7.624991185023188844e-01
1.550000000000000000e+02,9.423608237801026917e+02,9.781737822288647521e-01
1.560000000000000000e+02,9.447408598319290149e+02,9.849738852340829132e-01
1.570000000000000000e+02,9.453712988254553693e+02,9.867751395013009130e-01
1.580000000000000000e+02,9.452743010636816052e+02,9.864980030390904098e-01
1.590000000000000000e+02,9.428124638703181972e+02,9.794641824866232582e-01
1.600000000000000000e+02,8.186464034159154153e+02,6.247040097597583719e-01
1.610000000000000000e+02,7.796090034970673059e+02,5.131685814201925044e-01
1.620000000000000000e+02,7.723327775528623533e+02,4.923793644367495115e-01
1.630000000000000000e+02,7.733878968400164240e+02,4.953939909714754619e-01
1.640000000000000000e+02,7.840942366828041941e+02,5.259835333794404821e-01
1.650000000000000000e+02,9.431687538862854581e+02,9.804821539608155057e-01
1.660000000000000000e+02,9.461911933723356469e+02,9.891176953495305346e-01
1.670000000000000000e+02,9.452733489174197530e+02,9.864952826211991210e-01
1.680000000000000000e+02,9.443675787393426617e+02,9.839073678266931910e-01
1.690000000000000000e+02,9.425670620634064107e+02,9.787630344668755145e-01
1.700000000000000000e+02,9.179130743693203840e+02,9.083230696266295645e-01
1.710000000000000000e+02,7.496718717101227867e+02,4.276339191717792310e-01
1.720000000000000000e+02,7.810204876786656314e+02,5.172013933676159469e-01
1.730000000000000000e+02,7.800964881054646867e+02,5.145613945870419759e-01
1.740000000000000000e+02,7.797961814695934208e+02,5.137033756274099749e-01
1.750000000000000000e+02,8.690521660479105321e+02,7.687204744226016073e-01
1.760000000000000000e+02,9.450107989254679524e+02,9.857451397870513610e-01
1.770000000000000000e+02,9.461712100015228089e+02,9.890606000043509205e-01
1.780000000000000000e+02,9.458510707774215689e+02,9.881459165069187423e-01
1.790000000000000000e+02,9.453307907343914849e+02,9.866594020982614177e-01
1.800000000000000000e+02,9.461727787963462788e+02,9.890650822752750093e-01
1.810000000000000000e+02,8.120741727725444434e+02,6.059262079215554930e-01
1.820000000000000000e+02,7.747882167384644845e+02,4.993949049670414198e-01
1.830000000000000000e+02,7.715960608516804768e+02,4.902744595762299484e-01
1.840000000000000000e+02,7.725503085669765824e+02,4.930008816199330512e-01
1.850000000000000000e+02,7.895486176874244393e+02,5.415674791069269300e-01
1.860000000000000000e+02,9.427115209240689637e+02,9.791757740687686562e-01
1.870000000000000000e+02,9.471002481316759258e+02,9.917149946619312484e-01
1.880000000000000000e+02,9.452131223249086815e+02,9.863232066425964284e-01
1.890000000000000000e+02,9.455824068794017876e+02,9.873783053697195999e-01
1.900000000000000000e+02,9.428981113355033585e+02,9.797088895300096745e-01
1.910000000000000000e+02,9.142679803403002552e+02,8.979085152580006390e-01
1.920000000000000000e+02,7.555983017312559014e+02,4.445665763750168975e-01
1.930000000000000000e+02,7.818336838632976651e+02,5.195248110379931950e-01
1.940000000000000000e+02,7.810884367078713240e+02,5.173955334510610404e-01
1.950000000000000000e+02,7.729324655722155057e+02,4.940927587777584895e-01
1.960000000000000000e+02,8.767530112944650682e+02,7.907228894127574792e-01
1.970000000000000000e+02,9.431806204689153219e+02,9.805160584826153602e-01
1.980000000000000000e+02,9.454941850323297103e+02,9.871262429495134549e-01
1.990000000000000000e+02,9.448874080787329603e+02,9.853925945106656314e-01
2.000000000000000000e+02,9.453677118675308293e+02,9.867648910500880222e-01
2.010000000000000000e+02,9.458855063711500861e+02,9.882443039175714539e-01
2.020000000000000000e+02,7.977418883809637009e+02,5.649768239456104402e-01
2.030000000000000000e+02,7.741024869758811064e+02,4.974356770739460365e-01
2.040000000000000000e+02,7.719524603176932942e+02,4.912927437648380580e-01
2.050000000000000000e+02,7.757174318101260724e+02,5.020498051717886545e-01
2.060000000000000000e+02,7.921211619655931599e+02,5.489176056159804640e-01
2.070000000000000000e+02,9.474424687613498008e+02,9.926927678895709484e-01
2.080000000000000000e+02,9.483012531628246506e+02,9.951464376080703111e-01
2.090000000000000000e+02,9.459294030720211595e+02,9.883697230629174824e-01
2.100000000000000000e+02,9.457039603180787708e+02,9.877256009087964639e-01
2.110000000000000000e+02,9.446008665413743302e+02,9.845739044039266696e-01
2.120000000000000000e+02,9.047025095490920421e+02,8.705785987116915203e-01
2.130000000000000000e+02,7.449684545031120706e+02,4.141955842946059008e-01
2.140000000000000000e+02,7.803945383489815413e+02,5.154129667113759306e-01
2.150000000000000000e+02,7.786156137923079541e+02,5.103303251208798352e-01
2.160000000000000000e+02,7.716942420814450543e+02,4.905549773755572551e-01
2.170000000000000000e+02,8.698814136460268855e+02,7.710897532743624661e-01
2.180000000000000000e+02,9.434273616612301794e+02,9.812210333178005284e-01
2.190000000000000000e+02,9.460161795415547203e+02,9.886176558330133091e-01
2.200000000000000000e+02,9.444943182275696927e+02,9.842694806501991467e-01
2.210000000000000000e+02,9.447955865621206613e+02,9.851302473203448207e-01
2.220000000000000000e+02,9.444036726137626374e+02,9.840104931821791467e-01
2.230000000000000000e+02,8.000466399185663704e+02,5.715618283387610132e-01
2.240000000000000000e+02,7.755035331590886472e+02,5.014386661688248203e-01
2.250000000000000000e+02,7.759997917235243676e+02,5.028565477814983531e-01
2.260000000000000000e+02,7.802981839470196519e+02,5.151376684200562606e-01
