t_s,P_kW,power_normalized
0.000000000000000000e+00,6.030255753072649441e+02,8.644500877899847710e-03
1.000000000000000000e+00,6.057497813615420910e+02,1.642794674726305235e-02
2.000000000000000000e+00,6.084739874158192379e+02,2.421139261662625525e-02
3.000000000000000000e+00,6.111981934700962711e+02,3.199483848598945468e-02
4.000000000000000000e+00,6.139223995243734180e+02,3.977828435535266105e-02
5.000000000000000000e+00,6.166466055786505649e+02,4.756173022471586048e-02
6.000000000000000000e+00,6.193708116329277118e+02,5.534517609407906685e-02
7.000000000000000000e+00,6.220950176872047450e+02,6.312862196344226628e-02
8.000000000000000000e+00,6.248192237414818919e+02,7.091206783280547266e-02
9.000000000000000000e+00,6.275434297957590388e+02,7.869551370216867903e-02
1.000000000000000000e+01,6.302676358500361857e+02,8.647895957153187152e-02
1.100000000000000000e+01,6.329918419043133326e+02,9.426240544089507789e-02
1.200000000000000000e+01,6.357160479585903659e+02,1.020458513102582843e-01
1.300000000000000000e+01,6.384402540128675128e+02,1.098292971796214906e-01
1.400000000000000000e+01,6.411644600671446597e+02,1.176127430489846831e-01
1.500000000000000000e+01,6.438886661214218066e+02,1.253961889183478895e-01
1.600000000000000000e+01,6.466128721756988398e+02,1.331796347877110820e-01
1.700000000000000000e+01,6.493370782299759867e+02,1.409630806570743022e-01
1.800000000000000000e+01,6.520612842842531336e+02,1.487465265264374947e-01
1.900000000000000000e+01,6.547854903385302805e+02,1.565299723958006872e-01
2.000000000000000000e+01,6.575096963928074274e+02,1.643134182651639075e-01
2.100000000000000000e+01,6.602339024470844606e+02,1.720968641345271000e-01
2.200000000000000000e+01,6.629581085013616075e+02,1.798803100038903202e-01
2.300000000000000000e+01,6.656823145556387544e+02,1.876637558732535127e-01
2.400000000000000000e+01,6.684065206099157876e+02,1.954472017426167052e-01
2.500000000000000000e+01,6.711307266641929345e+02,2.032306476119799254e-01
2.600000000000000000e+01,6.738549327184700815e+02,2.110140934813431179e-01
2.700000000000000000e+01,6.765791387727472284e+02,2.187975393507063104e-01
2.800000000000000000e+01,6.793033448270243753e+02,2.265809852200695307e-01
2.900000000000000000e+01,6.820275508813014085e+02,2.343644310894327232e-01
3.000000000000000000e+01,6.847517569355785554e+02,2.421478769587959434e-01
3.100000000000000000e+01,6.874759629898553612e+02,2.499313228281583310e-01
3.200000000000000000e+01,6.902001690441325081e+02,2.577147686975215235e-01
3.300000000000000000e+01,6.929243750984096550e+02,2.654982145668847160e-01
3.400000000000000000e+01,6.956485811526868019e+02,2.732816604362479640e-01
3.500000000000000000e+01,6.983727872069639488e+02,2.810651063056111565e-01
3.600000000000000000e+01,7.010969932612409821e+02,2.888485521749743490e-01
3.700000000000000000e+01,7.038211993155181290e+02,2.966319980443375415e-01
3.800000000000000000e+01,7.065454053697952759e+02,3.044154439137007340e-01
3.900000000000000000e+01,7.092696114240724228e+02,3.121988897830639820e-01
4.000000000000000000e+01,7.119938174783494560e+02,3.199823356524271745e-01
4.100000000000000000e+01,7.147180235326266029e+02,3.277657815217903670e-01
4.200000000000000000e+01,7.174422295869037498e+02,3.355492273911535595e-01
4.300000000000000000e+01,7.201664356411808967e+02,3.433326732605167519e-01
4.400000000000000000e+01,7.228906416954580436e+02,3.511161191298799444e-01
4.500000000000000000e+01,7.256148477497350768e+02,3.588995649992431924e-01
4.600000000000000000e+01,7.283390538040122237e+02,3.666830108686063849e-01
4.700000000000000000e+01,7.310632598582893706e+02,3.744664567379695774e-01
4.800000000000000000e+01,7.337874659125664039e+02,3.822499026073327699e-01
4.900000000000000000e+01,7.365116719668435508e+02,3.900333484766959624e-01
5.000000000000000000e+01,7.392358780211206977e+02,3.978167943460592104e-01
5.100000000000000000e+01,7.419600840753978446e+02,4.056002402154224029e-01
5.200000000000000000e+01,7.446842901296749915e+02,4.133836860847855954e-01
5.300000000000000000e+01,7.474084961839521384e+02,4.211671319541487879e-01
5.400000000000000000e+01,7.501327022382291716e+02,4.289505778235119804e-01
5.500000000000000000e+01,7.528569082925063185e+02,4.367340236928751729e-01
5.600000000000000000e+01,7.555811143467834654e+02,4.445174695622384209e-01
5.700000000000000000e+01,7.583053204010604986e+02,4.523009154316016134e-01
5.800000000000000000e+01,7.610295264553376455e+02,4.600843613009648059e-01
5.900000000000000000e+01,7.637537325096147924e+02,4.678678071703279984e-01
6.000000000000000000e+01,7.664779385638919393e+02,4.756512530396911909e-01
6.100000000000000000e+01,7.637342578667310136e+02,4.678121653335172714e-01
6.200000000000000000e+01,7.609905771695702015e+02,4.599730776273433519e-01
6.300000000000000000e+01,7.582468964724096168e+02,4.521339899211702651e-01
6.400000000000000000e+01,7.555032157752486910e+02,4.442949022149962901e-01
6.500000000000000000e+01,7.527595350780877652e+02,4.364558145088223706e-01
6.600000000000000000e+01,7.500158543809269531e+02,4.286167268026484511e-01
6.700000000000000000e+01,7.472721736837661410e+02,4.207776390964745317e-01
6.800000000000000000e+01,7.445284929866052153e+02,4.129385513903006122e-01
6.900000000000000000e+01,7.417848122894446306e+02,4.050994636841274699e-01
7.000000000000000000e+01,7.390411315922837048e+02,3.972603759779535504e-01
7.100000000000000000e+01,7.362974508951228927e+02,3.894212882717796309e-01
7.200000000000000000e+01,7.335537701979619669e+02,3.815822005656057114e-01
7.300000000000000000e+01,7.308100895008011548e+02,3.737431128594317920e-01
7.400000000000000000e+01,7.280664088036405701e+02,3.659040251532586496e-01
7.500000000000000000e+01,7.253227281064796443e+02,3.580649374470847301e-01
7.600000000000000000e+01,7.225790474093188323e+02,3.502258497409108107e-01
7.700000000000000000e+01,7.198353667121579065e+02,3.423867620347368912e-01
7.800000000000000000e+01,7.170916860149970944e+02,3.345476743285629717e-01
7.900000000000000000e+01,7.143480053178361686e+02,3.267085866223890522e-01
8.000000000000000000e+01,7.116043246206755839e+02,3.188694989162159099e-01
8.100000000000000000e+01,7.088606439235146581e+02,3.110304112100419904e-01
8.200000000000000000e+01,7.061169632263538460e+02,3.031913235038680710e-01
8.300000000000000000e+01,7.033732825291929203e+02,2.953522357976941515e-01
8.400000000000000000e+01,7.006296018320321082e+02,2.875131480915202320e-01
8.500000000000000000e+01,6.978859211348715235e+02,2.796740603853470897e-01
8.600000000000000000e+01,6.951422404377105977e+02,2.718349726791731702e-01
8.700000000000000000e+01,6.923985597405497856e+02,2.639958849729992507e-01
8.800000000000000000e+01,6.896548790433888598e+02,2.561567972668253312e-01
8.900000000000000000e+01,6.869111983462280477e+02,2.483177095606514118e-01
9.000000000000000000e+01,6.841675176490671220e+02,2.404786218544774923e-01
