t_s,P_kW,power_normalized
0.000000000000000000e+00,7.359741225333316379e+02,3.884974929523762888e-01
1.000000000000000000e+00,7.374196787717710322e+02,3.926276536336314460e-01
2.000000000000000000e+00,7.388652350102108812e+02,3.967578143148881020e-01
3.000000000000000000e+00,7.403107912486501618e+02,4.008879749961433148e-01
4.000000000000000000e+00,7.417563474870894424e+02,4.050181356773985275e-01
5.000000000000000000e+00,7.432019037255292915e+02,4.091482963586551835e-01
6.000000000000000000e+00,7.446474599639686858e+02,4.132784570399103408e-01
7.000000000000000000e+00,7.460930162024079664e+02,4.174086177211655535e-01
8.000000000000000000e+00,7.475385724408478154e+02,4.215387784024222095e-01
9.000000000000000000e+00,7.489841286792870960e+02,4.256689390836774223e-01
1.000000000000000000e+01,7.504296849177264903e+02,4.297990997649326350e-01
1.100000000000000000e+01,7.518752411561662257e+02,4.339292604461892910e-01
1.200000000000000000e+01,7.533207973946055063e+02,4.380594211274444483e-01
1.300000000000000000e+01,7.547663536330449006e+02,4.421895818086996610e-01
1.400000000000000000e+01,7.562119098714847496e+02,4.463197424899563170e-01
1.500000000000000000e+01,7.576574661099240302e+02,4.504499031712115298e-01
1.600000000000000000e+01,7.591030223483633108e+02,4.545800638524667425e-01
1.700000000000000000e+01,7.605485785868031599e+02,4.587102245337233986e-01
1.800000000000000000e+01,7.619941348252425541e+02,4.628403852149785558e-01
1.900000000000000000e+01,7.634396910636818347e+02,4.669705458962337685e-01
2.000000000000000000e+01,7.648852473021216838e+02,4.711007065774904246e-01
2.100000000000000000e+01,7.663308035405609644e+02,4.752308672587456373e-01
2.200000000000000000e+01,7.677763597790003587e+02,4.793610279400008500e-01
2.300000000000000000e+01,7.692219160174400940e+02,4.834911886212575061e-01
2.400000000000000000e+01,7.706674722558793746e+02,4.876213493025126633e-01
2.500000000000000000e+01,7.721130284943187689e+02,4.917515099837678760e-01
2.600000000000000000e+01,7.735585847327586180e+02,4.958816706650245321e-01
2.700000000000000000e+01,7.750041409711978986e+02,5.000118313462796893e-01
2.800000000000000000e+01,7.764496972096371792e+02,5.041419920275349575e-01
2.900000000000000000e+01,7.778952534480770282e+02,5.082721527087915581e-01
3.000000000000000000e+01,7.793408096865164225e+02,5.124023133900468263e-01
3.100000000000000000e+01,7.807863659249557031e+02,5.165324740713019835e-01
3.200000000000000000e+01,7.822319221633954385e+02,5.206626347525585841e-01
3.300000000000000000e+01,7.836774784018348328e+02,5.247927954338138523e-01
3.400000000000000000e+01,7.851230346402741134e+02,5.289229561150690095e-01
3.500000000000000000e+01,7.865685908787139624e+02,5.330531167963257211e-01
3.600000000000000000e+01,7.880141471171532430e+02,5.371832774775808783e-01
3.700000000000000000e+01,7.894597033555926373e+02,5.413134381588361466e-01
3.800000000000000000e+01,7.909052595940324863e+02,5.454435988400927471e-01
3.900000000000000000e+01,7.923508158324717670e+02,5.495737595213479043e-01
4.000000000000000000e+01,7.937963720709110476e+02,5.537039202026031726e-01
4.100000000000000000e+01,7.952419283093508966e+02,5.578340808838597731e-01
4.200000000000000000e+01,7.966874845477902909e+02,5.619642415651150413e-01
4.300000000000000000e+01,7.981330407862295715e+02,5.660944022463701986e-01
4.400000000000000000e+01,7.995785970246694205e+02,5.702245629276267991e-01
4.500000000000000000e+01,8.010241532631087011e+02,5.743547236088820673e-01
4.600000000000000000e+01,8.024697095015480954e+02,5.784848842901372246e-01
4.700000000000000000e+01,8.039152657399879445e+02,5.826150449713939361e-01
4.800000000000000000e+01,8.053608219784272251e+02,5.867452056526490933e-01
4.900000000000000000e+01,8.068063782168665057e+02,5.908753663339043616e-01
5.000000000000000000e+01,8.082519344553063547e+02,5.950055270151609621e-01
5.100000000000000000e+01,8.096974906937456353e+02,5.991356876964161193e-01
5.200000000000000000e+01,8.111430469321849159e+02,6.032658483776713876e-01
5.300000000000000000e+01,8.125886031706247650e+02,6.073960090589279881e-01
5.400000000000000000e+01,8.140341594090641593e+02,6.115261697401832564e-01
5.500000000000000000e+01,8.154797156475034399e+02,6.156563304214384136e-01
5.600000000000000000e+01,8.169252718859432889e+02,6.197864911026950141e-01
5.700000000000000000e+01,8.183708281243825695e+02,6.239166517839502824e-01
5.800000000000000000e+01,8.198163843628219638e+02,6.280468124652054396e-01
5.900000000000000000e+01,8.212619406012618128e+02,6.321769731464621511e-01
6.000000000000000000e+01,8.227074968397010934e+02,6.363071338277173083e-01
6.100000000000000000e+01,8.241833802715557340e+02,6.405239436330164571e-01
6.200000000000000000e+01,8.256592637034100335e+02,6.447407534383142735e-01
6.300000000000000000e+01,8.271351471352646740e+02,6.489575632436134223e-01
6.400000000000000000e+01,8.286110305671189735e+02,6.531743730489112387e-01
6.500000000000000000e+01,8.300869139989736141e+02,6.573911828542103875e-01
6.600000000000000000e+01,8.315627974308277999e+02,6.616079926595080929e-01
6.700000000000000000e+01,8.330386808626825541e+02,6.658248024648073526e-01
6.800000000000000000e+01,8.345145642945367399e+02,6.700416122701050581e-01
6.900000000000000000e+01,8.359904477263914941e+02,6.742584220754043178e-01
7.000000000000000000e+01,8.374663311582456799e+02,6.784752318807020233e-01
7.100000000000000000e+01,8.389422145901004342e+02,6.826920416860011720e-01
7.200000000000000000e+01,8.404180980219546200e+02,6.869088514912989885e-01
7.300000000000000000e+01,8.418939814538093742e+02,6.911256612965981372e-01
7.400000000000000000e+01,8.433698648856635600e+02,6.953424711018959536e-01
7.500000000000000000e+01,8.448457483175183143e+02,6.995592809071951024e-01
7.600000000000000000e+01,8.463216317493729548e+02,7.037760907124942511e-01
7.700000000000000000e+01,8.477975151812272543e+02,7.079929005177920676e-01
7.800000000000000000e+01,8.492733986130818948e+02,7.122097103230912163e-01
7.900000000000000000e+01,8.507492820449361943e+02,7.164265201283890327e-01
8.000000000000000000e+01,8.522251654767908349e+02,7.206433299336881815e-01
8.100000000000000000e+01,8.537010489086450207e+02,7.248601397389858869e-01
8.200000000000000000e+01,8.551769323404997749e+02,7.290769495442851467e-01
8.300000000000000000e+01,8.566528157723539607e+02,7.332937593495828521e-01
8.400000000000000000e+01,8.581286992042087149e+02,7.375105691548820008e-01
8.500000000000000000e+01,8.596045826360630144e+02,7.417273789601798173e-01
8.600000000000000000e+01,8.610804660679176550e+02,7.459441887654789660e-01
8.700000000000000000e+01,8.625563494997718408e+02,7.501609985707767825e-01
8.800000000000000000e+01,8.640322329316265950e+02,7.543778083760759312e-01
8.900000000000000000e+01,8.655081163634807808e+02,7.585946181813736366e-01
9.000000000000000000e+01,8.669839997953355351e+02,7.628114279866728964e-01
9.100000000000000000e+01,8.684598832271901756e+02,7.670282377919720451e-01
9.200000000000000000e+01,8.699357666590444751e+02,7.712450475972698616e-01
9.300000000000000000e+01,8.714116500908992293e+02,7.754618574025690103e-01
9.400000000000000000e+01,8.728875335227533014e+02,7.796786672078667157e-01
9.500000000000000000e+01,8.743634169546080557e+02,7.838954770131659755e-01
9.600000000000000000e+01,8.758393003864623552e+02,7.881122868184636809e-01
9.700000000000000000e+01,8.773151838183171094e+02,7.923290966237629407e-01
9.800000000000000000e+01,8.787910672501711815e+02,7.965459064290606461e-01
9.900000000000000000e+01,8.802669506820259357e+02,8.007627162343597949e-01
1.000000000000000000e+02,8.817428341138802352e+02,8.049795260396576113e-01
1.010000000000000000e+02,8.832187175457348758e+02,8.091963358449567600e-01
1.020000000000000000e+02,8.846946009775890616e+02,8.134131456502545765e-01
1.030000000000000000e+02,8.861704844094438158e+02,8.176299554555537252e-01
1.040000000000000000e+02,8.876463678412980016e+02,8.218467652608514307e-01
1.050000000000000000e+02,8.891222512731527559e+02,8.260635750661506904e-01
1.060000000000000000e+02,8.905981347050073964e+02,8.302803848714498391e-01
1.070000000000000000e+02,8.920740181368616959e+02,8.344971946767475446e-01
1.080000000000000000e+02,8.935499015687164501e+02,8.387140044820468043e-01
1.090000000000000000e+02,8.950257850005705222e+02,8.429308142873445098e-01
1.100000000000000000e+02,8.965016684324252765e+02,8.471476240926437695e-01
1.110000000000000000e+02,8.979775518642795760e+02,8.513644338979414750e-01
1.120000000000000000e+02,8.994534352961342165e+02,8.555812437032406237e-01
1.130000000000000000e+02,9.009293187279884023e+02,8.597980535085384401e-01
1.140000000000000000e+02,9.024052021598431566e+02,8.640148633138375889e-01
1.150000000000000000e+02,9.038810855916974560e+02,8.682316731191354053e-01
1.160000000000000000e+02,9.053569690235520966e+02,8.724484829244345541e-01
1.170000000000000000e+02,9.068328524554062824e+02,8.766652927297322595e-01
1.180000000000000000e+02,9.083087358872610366e+02,8.808821025350315193e-01
1.190000000000000000e+02,9.097846193191152224e+02,8.850989123403292247e-01
1.200000000000000000e+02,9.112605027509699767e+02,8.893157221456284844e-01
1.210000000000000000e+02,9.119061610384540018e+02,8.911604601098686018e-01
1.220000000000000000e+02,9.125518193259375721e+02,8.930051980741072759e-01
1.230000000000000000e+02,9.131974776134215972e+02,8.948499360383473933e-01
1.240000000000000000e+02,9.138431359009050539e+02,8.966946740025860674e-01
1.250000000000000000e+02,9.144887941883891926e+02,8.985394119668261848e-01
