ctrl,scaled,P_raw_kW,E_raw_kWh,SOC_final,SOC_min,throughput_kWh,fallback_pct,u_total_variation,eq_residual,fallback_count
mpc_qp_v5,0,350.067364390616,14.5833808906329,57.097659804757,55.7039148447405,27.7419042770431,1.58333333333333,1655.87681618181,0.00339765407807135,19
mpc_qp_v5,1,350.000302608075,14.5833335483993,56.6975528340989,55.329477417163,29.3853791997169,0,849.643826751142,2.43289832724258e-11,0
mpc_qp_estocastico_3cen,0,350.000007945213,14.5833333389558,49.403721718447,49.403721718447,50.3323218373764,0,831.982719201442,5.6843418860808e-13,0
mpc_qp_estocastico_3cen,1,350.000008353501,14.5833333421893,49.4040009551583,49.4040009551583,50.3309954629975,0,831.980313523935,5.76960701437201e-10,0
