id,group,scenario,ctrl,trial,forecast_shift,forecast_load_factor,params_json,P_raw_kW,P_filtered_kW,filter_kW,E_raw_kWh,E_filtered_kWh,T_gt1_s,T_gt50_s,T_gt100_s,T_gt350_s,SOC_final,SOC_min,SOC_max,throughput_kWh,u_total_variation,source_violation_kW,fallback_pct,EFC,recovery_event_starts_s,recovery_s,SOC_at_events,soc_prediction_max_error_pp,soc_sign_mismatches,soc_prediction_violation_pp,ineq_residual,eq_residual,hess_cond,constraint_gram_cond,cycle_first_s,cycle_p50_s,cycle_p95_s,cycle_p99_s,cycle_max_s,qp_first_s,qp_p50_s,qp_p95_s,qp_p99_s,qp_max_s,assembly_first_s,assembly_p50_s,assembly_p95_s,assembly_p99_s,assembly_max_s,overruns,evidence,campaign
j00837,montecarlo,perda_fonte,heuristico,19,-1,1.083321598940225,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.28e-05,7.9e-06,1.01e-05,1.225e-05,6.37e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00837.mat,campanha_v1
j00838,montecarlo,perda_fonte,heuristico_foresight,19,-1,1.083321598940225,{},436.4649007802767,436.4649007802767,1,14.644375009355612,14.644375009355612,150,150,150,150,55.68002797325401,55.68002797325401,60,20.51986712704381,787.5088007948312,0,0,0.02051986712704381,500,150,59.612645052348654,nan,0,nan,nan,nan,nan,nan,4.18e-05,8.4e-06,1.11e-05,1.88e-05,5e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00838.mat,campanha_v1
j00839,montecarlo,perda_fonte,miope_qp,19,-1,1.083321598940225,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0012344,0.00056235,0.00063615,0.0007855,0.0012344,0.0010927,0.0005003,0.0005652000000000001,0.00069155,0.0010927,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00839.mat,campanha_v1
j00840,montecarlo,perda_fonte,mpc_qp_v5,19,-1,1.083321598940225,{},350.4008834500732,350.4008834500732,1,14.583616345265504,14.5836163452655,150,150,150,150,54.38091693089621,54.38091693089621,60,26.690644578242814,1466.8078402372917,0,2.3333333333333335,0.026690644578242814,500,150,59.16417087214204,7.105427357601002e-15,0,0,0,0.0019012330911891695,333283.2021354289,4843142611315303.0,0.024575,0.02656515,0.0334166,0.045324500000000004,0.0936464,0.0180111,0.0217262,0.028509899999999998,0.040679,0.0888058,0.0044309,0.00446005,0.00515075,0.005514150000000001,0.0066247,0,05_resultados\revisao_operacional\campanha_v1\j00840.mat,campanha_v1
j00841,montecarlo,perda_fonte,mpc_qp_estocastico_3cen,19,-1,1.083321598940225,{},350.00008226089597,350.00008226089597,1,14.583333391436481,14.58333339143648,150,150,150,150,44.81739309559434,44.81739309559434,60,72.11738279592731,2609.4318762729713,0,0.25,0.07211738279592732,500,150,54.19963560113998,7.105427357601002e-15,0,0,0,0.0005396521810325794,666566.4042708572,9686285222630616.0,0.0544616,0.0625162,0.0860821,0.11441195000000001,0.1808293,0.0365855,0.049448,0.07162145,0.10109114999999999,0.1671643,0.0151066,0.0126643,0.0152613,0.01940155,0.0303286,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00841.mat,evento_adiantado_corrigido_v1
j00842,montecarlo,perda_fonte,heuristico,20,5,0.9802008794423738,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.48e-05,7.9e-06,1e-05,1.21e-05,4.48e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00842.mat,campanha_v1
j00843,montecarlo,perda_fonte,heuristico_foresight,20,5,0.9802008794423738,{},402.9015293790226,402.9015293790226,1,14.620680256631648,14.620680256631648,150,150,150,150,57.54668202945504,56.12592450091872,60,25.879529823458643,850,0,0,0.025879529823458643,500,150,59.775564251996556,nan,0,nan,nan,nan,nan,nan,4.5e-05,8.7e-06,1.11e-05,1.87e-05,5.01e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00843.mat,campanha_v1
j00844,montecarlo,perda_fonte,miope_qp,20,5,0.9802008794423738,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.001291,0.00056315,0.00065525,0.0008471,0.001291,0.0011509,0.0005013,0.0005833500000000001,0.0007597000000000001,0.0011509,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00844.mat,campanha_v1
j00845,montecarlo,perda_fonte,mpc_qp_v5,20,5,0.9802008794423738,{},353.0263026280735,353.0263026280735,1,14.587422794031356,14.585469813974026,150,150,150,150,57.294190077778175,55.91007942799567,60.00546465225386,26.766634036471046,1826.4139534045664,0,2.3333333333333335,0.026766634036471046,500,150,59.644173088389984,0.1171338705176197,813,0,0,0.0020259358938119476,333283.200808402,4015243775612013.0,0.0205496,0.02217635,0.030972350000000003,0.03941715,0.0909383,0.0146153,0.0176423,0.02616185,0.03433995,0.0860826,0.0043378,0.00428585,0.00496505,0.0053954,0.0069544,0,05_resultados\revisao_operacional\campanha_v1\j00845.mat,campanha_v1
j00846,montecarlo,perda_fonte,mpc_qp_estocastico_3cen,20,5,0.9802008794423738,{},350.0001103216298,350.0001103216298,1,14.58333341123448,14.583333411234477,150,150,150,150,50.46096705796652,50.46096705796652,60,45.310406474659864,827.4048813387615,0,0,0.045310406474659864,500,150,56.76828453885213,7.105427357601002e-15,0,0,0,2.2737367544323206e-13,666566.4042708572,8858386386927326.0,0.0516782,0.056990650000000004,0.08371819999999999,0.11384915,0.153775,0.0341229,0.043520500000000004,0.0676549,0.10027105,0.139891,0.0147346,0.01306755,0.01723815,0.02309045,0.0428122,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00846.mat,evento_adiantado_corrigido_v1
j00847,montecarlo,perda_fonte,heuristico,21,7,1.1397264039215222,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,3.94e-05,7.9e-06,1e-05,2.125e-05,4.35e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00847.mat,campanha_v1
j00848,montecarlo,perda_fonte,heuristico_foresight,21,7,1.1397264039215222,{},559.3775359083389,559.3775359083389,1,14.731147713479777,14.731147713479773,150,150,150,150,53.010449800812815,53.010449800812815,60,33.20036344612902,745.2051970588583,0,0,0.03320036344612902,500,150,58.40275230373683,nan,0,nan,nan,nan,nan,nan,5.2e-05,8.3e-06,1.11e-05,1.735e-05,5.2e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00848.mat,campanha_v1
j00849,montecarlo,perda_fonte,miope_qp,21,7,1.1397264039215222,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0011949,0.0005643499999999999,0.0006634,0.0008391,0.0011949,0.0010609,0.0005017999999999999,0.0005888,0.0007523499999999999,0.0010609,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00849.mat,campanha_v1
j00850,montecarlo,perda_fonte,mpc_qp_v5,21,7,1.1397264039215222,{},353.6339057356921,353.6339057356921,1,14.58589876388411,14.58589876388411,150,150,150,150,51.77427436106499,51.77427436106499,60,39.07219678494187,1360.0445878666571,0,2.3333333333333335,0.03907219678494187,500,150,57.95325639454697,7.105427357601002e-15,0,0,0,5.805253397284105e-05,333283.2021354289,4843142611315303.0,0.0228653,0.02837085,0.03311665,0.0432833,0.0517048,0.0165784,0.0237505,0.0285129,0.0385614,0.0470205,0.0044285,0.0043694,0.00498975,0.0052321,0.0058593,0,05_resultados\revisao_operacional\campanha_v1\j00850.mat,campanha_v1
j00851,montecarlo,perda_fonte,mpc_qp_estocastico_3cen,21,7,1.1397264039215222,{},350.0001627774223,350.0001627774223,1,14.583333448265074,14.583333448265071,150,150,150,150,41.961778016611,41.961778016611,60,85.68155442109743,1816.9445230914225,0,0.4166666666666667,0.08568155442109743,500,150,52.961001670566766,7.105427357601002e-15,0,0,0,4.092726157978177e-12,666566.4042708572,9686285222630616.0,0.0539015,0.06626014999999999,0.0870972,0.1308318,0.1680971,0.0386852,0.05323885,0.07165084999999999,0.11318254999999999,0.1559514,0.0124236,0.012624699999999999,0.015700699999999998,0.018598299999999998,0.0664835,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00851.mat,evento_adiantado_corrigido_v1
j00852,montecarlo,perda_fonte,heuristico,22,9,1.15406217856806,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.31e-05,7.9e-06,1e-05,1.235e-05,4.31e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00852.mat,campanha_v1
j00853,montecarlo,perda_fonte,heuristico_foresight,22,9,1.15406217856806,{},552.8562207679468,552.8562207679468,1,14.726543856857647,14.726543856857642,150,150,150,150,52.315874105109856,52.315874105109856,60,36.499598000725534,734.453366073955,0,0,0.03649959800072553,500,150,58.08934051376026,nan,0,nan,nan,nan,nan,nan,5.37e-05,8.2e-06,9.65e-06,1.8849999999999997e-05,5.37e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00853.mat,campanha_v1
j00854,montecarlo,perda_fonte,miope_qp,22,9,1.15406217856806,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0011901,0.0005643,0.00064825,0.0007995000000000001,0.0011901,0.0010553,0.000502,0.0005794000000000001,0.0007222999999999999,0.0010553,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00854.mat,campanha_v1
j00855,montecarlo,perda_fonte,mpc_qp_v5,22,9,1.15406217856806,{},370.5349178485868,370.5349178485868,1,14.59783038117244,14.59783038117244,150,150,150,150,51.19704675963535,51.19704675963535,60,41.814027891731875,1408.9968156999544,0,2.666666666666667,0.04181402789173187,500,150,57.73326580873364,7.105427357601002e-15,0,0,0,2.0047005477863422e-05,333283.2021354289,4843142611315303.0,0.0222116,0.0285389,0.03400725,0.0422421,0.0452996,0.0160359,0.02387695,0.029302500000000002,0.037377900000000006,0.040085,0.0040099,0.0043479999999999994,0.00498605,0.00522395,0.0065092,0,05_resultados\revisao_operacional\campanha_v1\j00855.mat,campanha_v1
j00856,montecarlo,perda_fonte,mpc_qp_estocastico_3cen,22,9,1.15406217856806,{},350.06644826661636,350.06644826661636,1,14.583380243883626,14.583380243883626,150,150,150,150,41.23033819710113,41.23033819710113,60,89.15589356377023,2110.6449209477137,0,0.16666666666666669,0.08915589356377024,500,150,52.64097169316129,7.105427357601002e-15,0,0,0,0.0024918994981817377,666566.4042708572,9686285222630616.0,0.0527429,0.060560100000000006,0.08313025,0.11681459999999999,0.1517381,0.0381243,0.04774025,0.0698193,0.10387009999999999,0.1383627,0.0117966,0.0123697,0.0137677,0.016502,0.0279008,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00856.mat,evento_adiantado_corrigido_v1
j00857,montecarlo,perda_fonte,heuristico,23,10,0.8877844464531203,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,3.95e-05,7.8e-06,1e-05,1.54e-05,0.000477,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00857.mat,campanha_v1
j00858,montecarlo,perda_fonte,heuristico_foresight,23,10,0.8877844464531203,{},443.33660581542915,443.33660581542915,1,14.64922623093444,14.64922623093444,150,150,150,150,57.50619713666749,56.09863405257561,60,25.939715008643827,850,0,0,0.025939715008643827,500,150,59.85922318918037,nan,0,nan,nan,nan,nan,nan,5.04e-05,8.7e-06,1.1e-05,1.3150000000000001e-05,5.04e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00858.mat,campanha_v1
j00859,montecarlo,perda_fonte,miope_qp,23,10,0.8877844464531203,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0011826,0.0005611,0.00066085,0.0007856,0.0011826,0.0010492,0.0004996,0.0005790000000000001,0.000709,0.0010492,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00859.mat,campanha_v1
