id,group,scenario,ctrl,trial,forecast_shift,forecast_load_factor,params_json,P_raw_kW,P_filtered_kW,filter_kW,E_raw_kWh,E_filtered_kWh,T_gt1_s,T_gt50_s,T_gt100_s,T_gt350_s,SOC_final,SOC_min,SOC_max,throughput_kWh,u_total_variation,source_violation_kW,fallback_pct,EFC,recovery_event_starts_s,recovery_s,SOC_at_events,soc_prediction_max_error_pp,soc_sign_mismatches,soc_prediction_violation_pp,ineq_residual,eq_residual,hess_cond,constraint_gram_cond,cycle_first_s,cycle_p50_s,cycle_p95_s,cycle_p99_s,cycle_max_s,qp_first_s,qp_p50_s,qp_p95_s,qp_p99_s,qp_max_s,assembly_first_s,assembly_p50_s,assembly_p95_s,assembly_p99_s,assembly_max_s,overruns,evidence,campaign
j00757,montecarlo,perda_fonte,heuristico,3,2,0.9288455832875195,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.32e-05,7.9e-06,1e-05,1.8750000000000002e-05,4.32e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00757.mat,campanha_v1
j00758,montecarlo,perda_fonte,heuristico_foresight,3,2,0.9288455832875195,{},378.6403238930874,378.6403238930874,1,14.603552559360063,14.603552559360063,150,150,150,150,57.56161623998138,56.132942044778396,60,25.887863156791976,850,0,0,0.025887863156791976,500,150,59.71601218826426,nan,0,nan,nan,nan,nan,nan,4.23e-05,8.7e-06,1.09e-05,1.625e-05,4.23e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00758.mat,campanha_v1
j00759,montecarlo,perda_fonte,miope_qp,3,2,0.9288455832875195,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.001232,0.00057295,0.0006955500000000001,0.00094885,0.001984,0.0010964,0.0005097999999999999,0.0006263,0.0008584,0.0017539,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00759.mat,campanha_v1
j00760,montecarlo,perda_fonte,mpc_qp_v5,3,2,0.9288455832875195,{},350.48239133978893,350.48239133978893,1,14.58643090434975,14.583673887439915,150,150,150,150,57.20801109776588,55.815772434413404,60.022887799712805,27.431832001305366,1856.0342381469063,0,1.7500000000000002,0.027431832001305365,500,150,59.48005583602597,0.11707546044996775,853,0,0,0.005937253947195131,333283.200808402,4015243775612013.0,0.0193506,0.0212419,0.0309485,0.0392015,0.0980838,0.0133053,0.01700685,0.026537150000000002,0.03442665,0.0933973,0.0044212,0.00404475,0.0046709,0.0049381500000000005,0.0054431,0,05_resultados\revisao_operacional\campanha_v1\j00760.mat,campanha_v1
j00761,montecarlo,perda_fonte,mpc_qp_estocastico_3cen,3,2,0.9288455832875195,{},350.00051234236673,350.00051234236673,1,14.583333695043999,14.583333695043992,150,150,150,150,53.29518103427278,53.29518103427278,60,31.8478900872046,1559.7553016443335,0,0.08333333333333334,0.0318478900872046,500,150,58.09257585486549,0.12284639430975375,58,0,0,8.776623872108757e-11,666566.4042708572,8858386386927326.0,0.051219,0.054260749999999996,0.07812155000000001,0.10817594999999999,0.1491223,0.0352839,0.0415276,0.059874250000000004,0.09548685,0.1363573,0.0134428,0.0122062,0.01447675,0.0177899,0.0400365,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00761.mat,evento_adiantado_corrigido_v1
j00762,montecarlo,perda_fonte,heuristico,4,-9,1.1609573325293123,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.17e-05,7.8e-06,1e-05,1.1050000000000001e-05,5.69e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00762.mat,campanha_v1
j00763,montecarlo,perda_fonte,heuristico_foresight,4,-9,1.1609573325293123,{},351.34570027526473,351.34570027526473,1,14.584283358135128,14.584283358135128,150,150,150,150,51.9627071347787,51.9627071347787,60,38.17714110979559,729.2820006030157,0,0,0.038177141109795594,500,150,57.77551800229224,nan,0,nan,nan,nan,nan,nan,4.36e-05,8.3e-06,1.1e-05,1.425e-05,4.36e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00763.mat,campanha_v1
j00764,montecarlo,perda_fonte,miope_qp,4,-9,1.1609573325293123,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0012785,0.00056545,0.00065125,0.00080805,0.0012785,0.0011168,0.00050315,0.0005778000000000001,0.0007275,0.0011168,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00764.mat,campanha_v1
j00765,montecarlo,perda_fonte,mpc_qp_v5,4,-9,1.1609573325293123,{},350.00883540269115,350.00883540269115,1,14.5833395708822,14.583339570882199,150,150,150,150,50.67585256472581,50.67585256472581,60,44.289700317552125,1878.286665435108,0,2.5,0.044289700317552125,500,150,57.21536746458092,7.105427357601002e-15,0,0,0,0.0002774902584405936,333283.2021354289,4843142611315303.0,0.0235485,0.028475300000000002,0.03957305,0.04895655,0.1038067,0.0171062,0.023850549999999998,0.034004549999999995,0.043333949999999996,0.0982438,0.0045898,0.00440325,0.00518305,0.0058033500000000005,0.0105256,0,05_resultados\revisao_operacional\campanha_v1\j00765.mat,campanha_v1
j00766,montecarlo,perda_fonte,mpc_qp_estocastico_3cen,4,-9,1.1609573325293123,{},350.0000001356053,350.0000001356053,1,14.583333333447987,14.583333333447987,150,150,150,150,40.81629341314618,40.81629341314618,60,91.12260628755557,2408.028824737414,0,0.5,0.09112260628755557,500,150,52.34293664516446,7.105427357601002e-15,0,0,0,2.6816273930307943e-05,666566.4042708572,9686285222630616.0,0.0551252,0.05870445,0.07960534999999999,0.1173965,0.166039,0.0382679,0.046258850000000004,0.06653265,0.10475905,0.1539135,0.0134972,0.011914399999999999,0.01387795,0.01513035,0.0215291,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00766.mat,evento_adiantado_corrigido_v1
j00767,montecarlo,perda_fonte,heuristico,5,1,0.9747501219136289,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.32e-05,7.8e-06,9.7e-06,1.285e-05,5.58e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00767.mat,campanha_v1
