id,group,scenario,ctrl,forecast_shift,params_json,P_raw_kW,P_filtered_kW,filter_kW,E_raw_kWh,E_filtered_kWh,T_gt1_s,T_gt50_s,T_gt100_s,T_gt350_s,SOC_final,SOC_min,SOC_max,throughput_kWh,u_total_variation,source_violation_kW,fallback_pct,EFC,recovery_event_starts_s,recovery_s,SOC_at_events,soc_prediction_max_error_pp,soc_sign_mismatches,soc_prediction_violation_pp,ineq_residual,eq_residual,hess_cond,constraint_gram_cond,cycle_first_s,cycle_p50_s,cycle_p95_s,cycle_p99_s,cycle_max_s,qp_first_s,qp_p50_s,qp_p95_s,qp_p99_s,qp_max_s,assembly_first_s,assembly_p50_s,assembly_p95_s,assembly_p99_s,assembly_max_s,overruns,evidence,campaign
j00251,timing,perda_fonte,miope_qp,-10,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0012877,0.00059165,0.0006708,0.0008389000000000001,0.0012877,0.0011411,0.00052625,0.0005916000000000001,0.00074865,0.0011411,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00251.mat,campanha_v1
j00252,timing,perda_fonte,mpc_qp_v5,-10,{},350.00089682861125,350.00089682861125,1,14.58333396648913,14.58333396648913,150,150,150,150,56.90028254620591,55.50653668701642,60,28.6794552587207,1648.6929904513322,0,1.8333333333333333,0.0286794552587207,500,150,59.147543624553116,0.014570781328110627,733,0,0,2.4354661604775174e-05,333283.200808402,4015243775612013.0,0.020991,0.025470800000000002,0.0324463,0.03948515,0.0955683,0.0149929,0.021059050000000003,0.027562299999999998,0.034513150000000006,0.0910002,0.0044269,0.0040205499999999995,0.0047559,0.00537265,0.0065099,0,05_resultados\revisao_operacional\campanha_v1\j00252.mat,campanha_v1
j00253,timing,perda_fonte,mpc_qp_estocastico_3cen,-10,{},350.00000079559294,350.00000079559294,1,14.583333333907534,14.583333333907532,150,150,150,150,49.35654103850222,49.35654103850222,60,50.556430067114135,1578.2684074872575,0,0.08333333333333334,0.05055643006711413,500,150,56.15270605268245,0.12157629698069172,58,0,0,9.094947017729282e-13,666566.4042708572,8858386386927326.0,1.1408007,0.0534632,0.08857190000000001,0.11139575,1.1408007,0.2451338,0.04072195,0.06953695,0.0988231,0.2451338,0.1366011,0.0123599,0.01731595,0.0244028,0.1366011,1,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00253.mat,evento_adiantado_corrigido_v1
j00254,timing,perda_fonte,heuristico,-9,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,3.99e-05,8e-06,9.4e-06,1.0949999999999998e-05,3.99e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00254.mat,campanha_v1
j00255,timing,perda_fonte,heuristico_foresight,-9,{},350.13848671449864,350.13848671449864,1,14.583431100879281,14.583431100879281,150,150,150,150,57.33111672731077,55.899803643218895,60,27.00915945308827,850.0000000000001,0,0,0.02700915945308827,500,150,59.46371807036157,nan,0,nan,nan,nan,nan,nan,4.38e-05,8.9e-06,1.19e-05,1.6e-05,5.04e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00255.mat,campanha_v1
j00256,timing,perda_fonte,miope_qp,-9,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0012134,0.0005991,0.00067775,0.0008305000000000001,0.0012134,0.0010757,0.0005331,0.00060015,0.00073225,0.0010757,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00256.mat,campanha_v1
j00257,timing,perda_fonte,mpc_qp_v5,-9,{},350.00074835070313,350.00074835070313,1,14.583333861668214,14.583333861668212,150,150,150,150,57.03032349682015,55.63657822993127,60,28.061754812503928,1688.2332539639349,0,2.083333333333333,0.028061754812503927,500,150,59.277585212936785,0.014570770783464582,733,0,0,0.003397585310381146,333283.200808402,4015243775612013.0,0.0213737,0.02563005,0.031231299999999997,0.0407306,0.0497084,0.0153987,0.0211482,0.0268939,0.03582275,0.0453211,0.0042654,0.0040609,0.0047016,0.0049283,0.0054817,0,05_resultados\revisao_operacional\campanha_v1\j00257.mat,campanha_v1
j00258,timing,perda_fonte,mpc_qp_estocastico_3cen,-9,{},350.00000008883256,350.00000008883256,1,14.583333333408579,14.583333333408577,150,150,150,150,49.24567356751803,49.24567356751803,60,51.08305055428882,831.9827264903178,0,0,0.051083050554288814,500,150,56.041838567028165,7.105427357601002e-15,0,0,0,5.684341886080801e-13,666566.4042708572,8858386386927326.0,0.0659198,0.053486000000000006,0.07975465,0.12093525,0.1400422,0.0356296,0.0408798,0.0640377,0.10460140000000001,0.1257242,0.0145745,0.0121784,0.01545055,0.01888585,0.0437741,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00258.mat,evento_adiantado_corrigido_v1
j00259,timing,perda_fonte,heuristico,-8,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,7.14e-05,8e-06,1.02e-05,1.18e-05,7.14e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00259.mat,campanha_v1
j00260,timing,perda_fonte,heuristico_foresight,-8,{},350.22832599190326,350.22832599190326,1,14.583494524765921,14.583494524765921,150,150,150,150,57.35450854017627,55.92319545608439,60,26.89804834197716,850,0,0,0.02689804834197716,500,150,59.48709653082988,nan,0,nan,nan,nan,nan,nan,7e-05,1.49e-05,2.13e-05,2.5450000000000002e-05,7e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00260.mat,campanha_v1
j00261,timing,perda_fonte,miope_qp,-8,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.001309,0.00059685,0.00067475,0.0008239499999999999,0.001309,0.0011586,0.0005302,0.00060085,0.000736,0.0011586,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00261.mat,campanha_v1
j00262,timing,perda_fonte,mpc_qp_v5,-8,{},350.00069748167965,350.00069748167965,1,14.583333825756299,14.583333825756297,150,150,150,150,57.04224703890615,55.64850182634789,60,28.00511744357436,1584.474689509972,0,2,0.02800511744357436,500,150,59.28950881905953,0.014570769816629081,733,0,0,0.0017526103815157512,333283.200808402,4015243775612013.0,0.0208354,0.02587295,0.03170565,0.0410104,0.0498187,0.0150506,0.0213297,0.02698885,0.036264950000000004,0.0452598,0.0041732,0.00416775,0.004957100000000001,0.00526505,0.0081007,0,05_resultados\revisao_operacional\campanha_v1\j00262.mat,campanha_v1
j00263,timing,perda_fonte,mpc_qp_estocastico_3cen,-8,{},350.0000001461034,350.0000001461034,1,14.583333333449103,14.583333333449099,150,150,150,150,49.26323437512956,49.26323437512956,60,50.999636718134056,831.9827256804676,0,0,0.05099963671813405,500,150,56.059399376971484,7.105427357601002e-15,0,0,0,5.684341886080801e-13,666566.4042708572,8858386386927326.0,0.0525796,0.05182805,0.0781503,0.11464355000000001,0.1341686,0.0313606,0.0402096,0.06073025,0.1002946,0.1196318,0.011719,0.01132895,0.0141112,0.016754449999999997,0.0222227,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00263.mat,evento_adiantado_corrigido_v1
j00264,timing,perda_fonte,heuristico,-7,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.4e-05,7.9e-06,9.9e-06,1.07e-05,4.4e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00264.mat,campanha_v1
j00265,timing,perda_fonte,heuristico_foresight,-7,{},350.3764459195046,350.3764459195046,1,14.583599093076895,14.583599093076895,150,150,150,150,57.37790035304177,55.94658726894989,60,26.786937230866048,850,0,0,0.02678693723086605,500,150,59.51046632931412,nan,0,nan,nan,nan,nan,nan,5.79e-05,8.7e-06,1.12e-05,1.425e-05,5.79e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00265.mat,campanha_v1
j00266,timing,perda_fonte,miope_qp,-7,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0011881,0.0005661,0.00067145,0.0008070499999999999,0.0011881,0.0010477,0.0005035,0.0005991,0.00071995,0.0010477,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00266.mat,campanha_v1
j00267,timing,perda_fonte,mpc_qp_v5,-7,{},350.0040719304658,350.0040719304658,1,14.583336208017714,14.583336208017709,150,150,150,150,56.959346985936115,55.565601395714026,60,28.39889647678979,1510.2528506705335,0,1.9166666666666665,0.02839889647678979,500,150,59.2066078719788,0.014570776538747054,733,0,0,4.447902142601379e-05,333283.200808402,4015243775612013.0,0.0213912,0.02473515,0.03002675,0.0379352,0.0912423,0.0151744,0.020612600000000002,0.0258655,0.0335067,0.0871532,0.0045411,0.0038985,0.0045798,0.004972900000000001,0.0083713,0,05_resultados\revisao_operacional\campanha_v1\j00267.mat,campanha_v1
j00268,timing,perda_fonte,mpc_qp_estocastico_3cen,-7,{},350.00000024050837,350.00000024050837,1,14.58333333351584,14.583333333515839,150,150,150,150,49.280795139243125,49.280795139243125,60,50.91622308859482,831.9827248705815,0,0,0.05091622308859482,500,150,56.07696014341126,7.105427357601002e-15,0,0,0,5.684341886080801e-13,666566.4042708572,8858386386927326.0,0.0456731,0.0516692,0.07730305000000001,0.1117846,0.1217495,0.0309972,0.03991035,0.06461755,0.09831855,0.1081186,0.0112393,0.0113739,0.014379550000000001,0.018280499999999998,0.0571905,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00268.mat,evento_adiantado_corrigido_v1
j00269,timing,perda_fonte,heuristico,-6,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.47e-05,7.7e-06,9.8e-06,1.2e-05,4.47e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00269.mat,campanha_v1
j00270,timing,perda_fonte,heuristico_foresight,-6,{},350.62065439475543,350.62065439475543,1,14.583771497075437,14.583771497075437,150,150,150,150,57.401292165907265,55.96997908181539,60,26.675826119754937,850,0,0,0.02667582611975494,500,150,59.53382184660098,nan,0,nan,nan,nan,nan,nan,4.26e-05,8.7e-06,1.09e-05,1.225e-05,0.0004441,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00270.mat,campanha_v1
j00271,timing,perda_fonte,miope_qp,-6,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.001238,0.0005651,0.000642,0.0008134500000000001,0.001238,0.0011011,0.0005031,0.0005672,0.000735,0.0011011,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00271.mat,campanha_v1
j00272,timing,perda_fonte,mpc_qp_v5,-6,{},350.006626715026,350.006626715026,1,14.583338011620484,14.583338011620482,150,150,150,150,57.121451059934266,55.72770620837024,60,27.6288947289989,1640.574492326351,0,2.3333333333333335,0.0276288947289989,500,150,59.36871233410032,0.014570763394196717,733,0,0,2.4355505388484744e-05,333283.200808402,4015243775612013.0,0.0205168,0.0243892,0.029779399999999998,0.03835565,0.0905184,0.0148965,0.020256049999999998,0.0256909,0.033905450000000004,0.0858983,0.0040517,0.00386945,0.00451435,0.00478835,0.005387,0,05_resultados\revisao_operacional\campanha_v1\j00272.mat,campanha_v1
j00273,timing,perda_fonte,mpc_qp_estocastico_3cen,-6,{},350.0000131568702,350.0000131568702,1,14.583333342634663,14.583333342634658,150,150,150,150,49.395081712811994,49.395081712811994,60,50.37336186414247,1631.9827205922438,0,0.08333333333333334,0.050373361864142464,500,150,56.19124673029124,0.12521154592400308,57,0,0,4.8306862936442485e-06,666566.4042708572,8858386386927326.0,0.0473991,0.0524987,0.07625960000000001,0.10968145,0.1367638,0.0321789,0.0405413,0.0583858,0.0965347,0.125415,0.0107397,0.0114854,0.014790500000000002,0.0178129,0.0340801,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00273.mat,evento_adiantado_corrigido_v1
j00274,timing,perda_fonte,heuristico,-5,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.03e-05,7.8e-06,9.9e-06,1.575e-05,4.07e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00274.mat,campanha_v1
j00275,timing,perda_fonte,heuristico_foresight,-5,{},351.02328610238675,351.02328610238675,1,14.584055743214991,14.584055743214991,150,150,150,150,57.42468397877276,55.993370894680886,60,26.564715008643827,850.0000000000001,0,0,0.026564715008643828,500,150,59.55715381817394,nan,0,nan,nan,nan,nan,nan,4.49e-05,8.8e-06,1.1050000000000001e-05,1.295e-05,4.49e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00275.mat,campanha_v1
j00276,timing,perda_fonte,miope_qp,-5,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0012288,0.0005619500000000001,0.0006374,0.00083485,0.0012288,0.0010912,0.0005,0.0005665,0.0007607499999999999,0.001133,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00276.mat,campanha_v1
j00277,timing,perda_fonte,mpc_qp_v5,-5,{},350.0053920999719,350.0053920999719,1,14.583337140018731,14.583337140018727,150,150,150,150,56.9975986783309,55.603853262347926,60,28.217199193231167,1719.3131451371219,0,1.5833333333333335,0.028217199193231166,500,150,59.244859549285444,0.014570773437029061,733,0,0,0.005380720223172375,333283.200808402,4015243775612013.0,0.0205861,0.025091500000000003,0.032605800000000004,0.04548505,0.0691272,0.0148535,0.020858500000000002,0.02760215,0.039645799999999995,0.0605366,0.0041478,0.004108850000000001,0.0051454,0.0057697,0.0081476,0,05_resultados\revisao_operacional\campanha_v1\j00277.mat,campanha_v1
j00278,timing,perda_fonte,mpc_qp_estocastico_3cen,-5,{},350.0000006527407,350.0000006527407,1,14.583333333807067,14.583333333807065,150,150,150,150,49.315917159341645,49.315917159341645,60,50.74939349312678,831.9827232508247,0,0,0.05074939349312678,500,150,56.11208216812915,7.105427357601002e-15,0,0,0,5.684341886080801e-13,666566.4042708572,8858386386927326.0,0.0445393,0.05166435,0.0732686,0.11037675,0.134649,0.0317367,0.0401336,0.05745195,0.0980595,0.1220419,0.0100679,0.0112155,0.013269650000000001,0.0158359,0.0225252,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00278.mat,evento_adiantado_corrigido_v1
j00279,timing,perda_fonte,heuristico,-4,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.1e-05,8.1e-06,9.4e-06,1.395e-05,6.57e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00279.mat,campanha_v1
j00280,timing,perda_fonte,heuristico_foresight,-4,{},351.68711356301685,351.68711356301685,1,14.584524385871383,14.584524385871383,150,150,150,150,57.44807579163826,56.016762707546384,60,26.453603897532716,850,0,0,0.026453603897532717,500,150,59.58044696942756,nan,0,nan,nan,nan,nan,nan,4.33e-05,8.9e-06,9.9e-06,1.0549999999999999e-05,4.33e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00280.mat,campanha_v1
j00281,timing,perda_fonte,miope_qp,-4,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0012496,0.00060425,0.0007075499999999999,0.0008781,0.0012496,0.0011017,0.0005361,0.00062595,0.0007856,0.0011017,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00281.mat,campanha_v1
j00282,timing,perda_fonte,mpc_qp_v5,-4,{},350.02567015543787,350.02567015543787,1,14.583351455729206,14.5833514557292,150,150,150,150,57.03143252205746,55.63768726022182,60,28.056486892027962,1678.4139573573036,0,1.8333333333333333,0.028056486892027964,500,150,59.27869053941406,0.014570770693545398,733,0,0,0.003989060329331551,333283.200808402,4015243775612013.0,0.0220292,0.024635999999999998,0.0315617,0.03976365,0.1025462,0.0155391,0.020534700000000003,0.02657715,0.034431149999999994,0.0980773,0.0046588,0.00396845,0.004945349999999999,0.0057535,0.0148819,0,05_resultados\revisao_operacional\campanha_v1\j00282.mat,campanha_v1
j00283,timing,perda_fonte,mpc_qp_estocastico_3cen,-4,{},350.00000107576,350.00000107576,1,14.58333333410581,14.583333334105808,150,150,150,150,49.33347802301825,49.33347802301825,60,50.665979390662756,831.9827224408984,0,0,0.05066597939066276,500,150,56.12964303408318,7.105427357601002e-15,0,0,0,5.684341886080801e-13,666566.4042708572,8858386386927326.0,0.045391,0.05199775,0.07271125,0.10549465,0.118849,0.0321677,0.04035245,0.05782105,0.09360294999999999,0.106357,0.0101208,0.011260949999999999,0.01290665,0.01443355,0.0238589,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00283.mat,evento_adiantado_corrigido_v1
j00284,timing,perda_fonte,heuristico,-3,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.2e-05,8e-06,9.9e-06,1.045e-05,4.2e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00284.mat,campanha_v1
j00285,timing,perda_fonte,heuristico_foresight,-3,{},352.7815800174326,352.7815800174326,1,14.585297046987337,14.585297046987337,150,150,150,150,57.47146760450376,56.04015452041188,60,26.342492786421605,850,0,0,0.026342492786421604,500,150,59.603676116794965,nan,0,nan,nan,nan,nan,nan,4.73e-05,9.1e-06,1.27e-05,1.9050000000000002e-05,4.73e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00285.mat,campanha_v1
j00286,timing,perda_fonte,miope_qp,-3,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0012812,0.00060155,0.0009568000000000001,0.00168895,0.0026331,0.001137,0.000535,0.0008473,0.0015075000000000002,0.0023852,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00286.mat,campanha_v1
j00287,timing,perda_fonte,mpc_qp_v5,-3,{},350.0600541632341,350.0600541632341,1,14.58337572982692,14.583375729826917,150,150,150,150,57.0785542847509,55.68480923765246,60,27.832656369036346,1701.241120725825,0,1.9166666666666665,0.027832656369036347,500,150,59.32580741498808,0.01457076687258052,733,0,0,0.005874626616389378,333283.200808402,4015243775612013.0,0.0208059,0.024705650000000003,0.03070055,0.038880200000000004,0.1281533,0.0151841,0.02058405,0.02597895,0.0344418,0.1236669,0.0040551,0.00393955,0.00465415,0.0050089,0.0071469,0,05_resultados\revisao_operacional\campanha_v1\j00287.mat,campanha_v1
j00288,timing,perda_fonte,mpc_qp_estocastico_3cen,-3,{},350.00000177331253,350.00000177331253,1,14.583333334598361,14.583333334598361,150,150,150,150,49.35103915475508,49.35103915475508,60,50.582564014912954,831.9827216310468,0,0,0.050582564014912956,500,150,56.14720416805668,7.105427357601002e-15,0,0,0,5.684341886080801e-13,666566.4042708572,8858386386927326.0,0.0463958,0.0521526,0.07647055,0.10971085,0.1185128,0.0323496,0.04038685,0.062024750000000003,0.09767015,0.105825,0.0112634,0.0114208,0.0133191,0.016089850000000003,0.029073,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00288.mat,evento_adiantado_corrigido_v1
j00289,timing,perda_fonte,heuristico,-2,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.27e-05,8e-06,9e-06,1.8500000000000002e-05,4.27e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00289.mat,campanha_v1
j00290,timing,perda_fonte,heuristico_foresight,-2,{},354.5860501408955,354.5860501408955,1,14.586570949804251,14.586570949804251,150,150,150,150,57.494859417369256,56.06354633327738,60,26.231381675310494,850,0,0,0.026231381675310493,500,150,59.62679973959374,nan,0,nan,nan,nan,nan,nan,4.93e-05,8.9e-06,9.9e-06,1.835e-05,4.93e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00290.mat,campanha_v1
j00291,timing,perda_fonte,miope_qp,-2,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0012462,0.00057275,0.00064485,0.00079895,0.0012462,0.0011051,0.0005096,0.00057635,0.0007245999999999999,0.0011051,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00291.mat,campanha_v1
j00292,timing,perda_fonte,mpc_qp_v5,-2,{},350.0490045216452,350.0490045216452,1,14.583367929105272,14.58336792910527,150,150,150,150,57.21310374700424,55.8193593133776,60,27.19354028054307,1636.108276903788,0,2.3333333333333335,0.02719354028054307,500,150,59.460359157183014,0.014570755962353132,733,0,0,2.5105867621277866e-05,333283.200808402,4015243775612013.0,0.021218,0.0249444,0.031992,0.03831,0.0894136,0.0150656,0.0206923,0.0270285,0.033695199999999995,0.0845173,0.0045331,0.004111399999999999,0.0047285,0.00524955,0.0063303,0,05_resultados\revisao_operacional\campanha_v1\j00292.mat,campanha_v1
j00293,timing,perda_fonte,mpc_qp_estocastico_3cen,-2,{},350.00004526285386,350.00004526285386,1,14.5833333653009,14.583333365300899,150,150,150,150,49.49941564521667,49.49941564521667,60,49.87777568522053,1921.6349319714905,0,0.16666666666666669,0.049877775685220525,500,150,56.29558067182851,0.12939660615018767,116,0,0,2.7284841053187847e-12,666566.4042708572,8858386386927326.0,0.0448649,0.0519248,0.0760949,0.1085862,0.1498224,0.0313972,0.040344649999999996,0.0600135,0.09706685000000001,0.133031,0.0106448,0.01125725,0.0133636,0.01548005,0.0283484,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00293.mat,evento_adiantado_corrigido_v1
j00294,timing,perda_fonte,heuristico,-1,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4.43e-05,8.4e-06,9.9e-06,1.695e-05,4.43e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00294.mat,campanha_v1
j00295,timing,perda_fonte,heuristico_foresight,-1,{},357.5611184157917,357.5611184157917,1,14.588671260475307,14.588671260475307,150,150,150,150,57.51825123023475,56.08693814614288,60,26.12027056419938,850.0000000000001,0,0,0.02612027056419938,500,150,59.64974938179165,nan,0,nan,nan,nan,nan,nan,5.52e-05,9.3e-06,1.265e-05,2.485e-05,5.99e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00295.mat,campanha_v1
j00296,timing,perda_fonte,miope_qp,-1,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0012426,0.0006142999999999999,0.0007796999999999999,0.0009713,0.001416,0.0011013,0.0005454500000000001,0.0006772,0.0008504000000000001,0.0012696,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00296.mat,campanha_v1
j00297,timing,perda_fonte,mpc_qp_v5,-1,{},350.030352113955,350.030352113955,1,14.583354761054576,14.58335476105457,150,150,150,150,57.08745021159629,55.693705205043834,60,27.790400310527765,1557.099532242743,0,1.6666666666666667,0.027790400310527767,500,150,59.33470779845868,0.01457076615123043,733,0,0,0.0005084329904434526,333283.200808402,4015243775612013.0,0.0249831,0.025616350000000003,0.03344175,0.03972015,0.0483011,0.0175455,0.02124615,0.0279596,0.034547850000000005,0.0414769,0.0051824,0.0043928000000000005,0.005759,0.007067550000000001,0.0161733,0,05_resultados\revisao_operacional\campanha_v1\j00297.mat,campanha_v1
j00298,timing,perda_fonte,mpc_qp_estocastico_3cen,-1,{},350.0001392442175,350.0001392442175,1,14.583333431649002,14.583333431648999,150,150,150,150,49.49182023696466,49.49182023696466,60,49.913853874417626,1631.982714748312,0,0.08333333333333334,0.04991385387441762,500,150,56.28798524859623,0.12431142861566968,57,0,0,0.000225200353895616,666566.4042708572,8858386386927326.0,0.0461434,0.05339195,0.0847601,0.11164665,0.1367682,0.0320473,0.041015300000000005,0.06817345,0.09661549999999999,0.1247393,0.0115601,0.011728849999999999,0.01568495,0.023110199999999997,0.0572196,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00298.mat,evento_adiantado_corrigido_v1
