id,group,scenario,ctrl,params_json,P_raw_kW,P_filtered_kW,filter_kW,E_raw_kWh,E_filtered_kWh,T_gt1_s,T_gt50_s,T_gt100_s,T_gt350_s,SOC_final,SOC_min,SOC_max,throughput_kWh,u_total_variation,source_violation_kW,fallback_pct,EFC,recovery_event_starts_s,recovery_s,SOC_at_events,soc_prediction_max_error_pp,soc_sign_mismatches,soc_prediction_violation_pp,ineq_residual,eq_residual,hess_cond,constraint_gram_cond,cycle_first_s,cycle_p50_s,cycle_p95_s,cycle_p99_s,cycle_max_s,qp_first_s,qp_p50_s,qp_p95_s,qp_p99_s,qp_max_s,assembly_first_s,assembly_p50_s,assembly_p95_s,assembly_p99_s,assembly_max_s,overruns,evidence,campaign
j00011,principal,perda_fonte,heuristico,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,3.97e-05,7.8e-06,8.8e-06,1.735e-05,0.0004073,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00011.mat,campanha_v1
j00012,principal,perda_fonte,heuristico_foresight,{},362.4661767623983,362.4661767623983,1,14.59213408735375,14.59213408735375,150,150,150,150,57.54164304310025,56.110329959008375,60,26.00915945308827,850,0,0,0.02600915945308827,500,150,59.672412178472214,nan,0,nan,nan,nan,nan,nan,4.4e-05,8.7e-06,1e-05,3.12e-05,0.0003425,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00012.mat,campanha_v1
j00013,principal,perda_fonte,miope_qp,{},592.6116232891053,592.6116232891053,1,14.754610001373313,14.75461000137331,150,150,150,150,57.9147667951044,56.47501255161039,60,24.32134429297718,1150.0008251042025,0,0,0.02432134429297718,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0012145,0.0006015,0.0008999500000000001,0.00118525,0.0095587,0.0010622,0.0005324500000000001,0.0007703,0.0010257,0.0084245,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00013.mat,campanha_v1
j00014,principal,perda_fonte,mpc_qp_v5,{},350.0673643906158,350.0673643906158,1,14.583380890632919,14.583380890632919,150,150,150,150,57.09765980475696,55.703914844740474,60,27.741904277043087,1655.8768161818073,0,1.5833333333333335,0.027741904277043088,500,150,59.3449119390287,0.014570765323362878,733,0,0,0.003397654078071355,333283.200808402,4015243775612013.0,0.0258225,0.024389,0.0309332,0.039122199999999996,0.0522156,0.015674,0.020345099999999998,0.02646495,0.03468725,0.045637,0.0050517,0.0037892,0.004699,0.0052662,0.0076138,0,05_resultados\revisao_operacional\campanha_v1\j00014.mat,campanha_v1
j00015,principal,perda_fonte,mpc_qp_estocastico_3cen,{},350.0000079452134,350.0000079452134,1,14.58333333895582,14.583333338955818,150,150,150,150,49.403721718446974,49.403721718446974,60,50.33232183737638,831.9827192014416,0,0,0.050332321837376376,500,150,56.199886737852154,7.105427357601002e-15,0,0,0,5.684341886080801e-13,666566.4042708572,8858386386927326.0,0.963796,0.05317085,0.08752165,0.1191224,0.963796,0.2157271,0.04092425,0.06881005000000001,0.10546610000000001,0.2157271,0.1108474,0.01187005,0.0149429,0.019186250000000002,0.1108474,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00015.mat,evento_adiantado_corrigido_v1
j00016,principal,retorno_fonte,heuristico,{},592.6122638850534,592.6122638850534,1,24.476832675837425,24.476832675837425,250,250,250,250,55.60060400200221,54.16472535895272,60,35.27481056102387,850,0,0,0.03527481056102387,400,250,60,nan,0,nan,nan,nan,nan,nan,4.08e-05,8.2e-06,1.115e-05,1.5700000000000002e-05,5.81e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00016.mat,campanha_v1
j00017,principal,retorno_fonte,heuristico_foresight,{},362.4661767623983,362.4661767623983,1,24.314356309575967,24.314356309575967,250,250,250,250,55.20246175655048,53.7711486724586,60,37.12027056419937,850,0,0,0.03712027056419937,400,250,59.672412178472214,nan,0,nan,nan,nan,nan,nan,4.63e-05,8.9e-06,1.15e-05,1.22e-05,4.63e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00017.mat,campanha_v1
j00018,principal,retorno_fonte,miope_qp,{},592.6116232812492,592.6116232812492,1,24.47683222358999,24.47683222358999,250,250,250,250,55.57559206109521,54.13583744149566,60,35.432428045524624,1150.000811943182,0,0,0.03543242804552462,400,250,59.999975849857414,nan,0,nan,nan,nan,nan,nan,0.0011919,0.0005839,0.0007459999999999999,0.00090465,0.0011919,0.0010564,0.0005193,0.00065835,0.00079975,0.0010564,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00018.mat,campanha_v1
j00019,principal,retorno_fonte,mpc_qp_v5,{},350.0896660016482,350.0896660016482,1,24.30561885715737,24.305618857157363,250,250,250,250,54.9158703479587,53.522115505168735,60,38.10550315460398,1598.2471837274877,0,2.3333333333333335,0.03810550315460398,400,250,59.5022901787971,0.014570942238293583,733,0,0,0.002188635578022513,333283.200808402,4015243775612013.0,0.0207974,0.024809499999999998,0.030685749999999998,0.039054,0.0978316,0.0151782,0.02062995,0.02622975,0.03448195,0.0934001,0.003911,0.00393465,0.004780049999999999,0.00511765,0.006216,0,05_resultados\revisao_operacional\campanha_v1\j00019.mat,campanha_v1
j00020,principal,retorno_fonte,mpc_qp_estocastico_3cen,{},350.0000079439794,350.0000079439794,1,24.305555561188086,24.305555561188086,250,250,250,250,47.647629783195015,47.647629783195015,60,58.67375852982213,831.9828001877504,0,0,0.05867375852982213,400,250,56.78297585511572,7.105427357601002e-15,0,0,0,5.684341886080801e-13,666566.4042708572,8858386386927326.0,0.0591133,0.052812399999999995,0.06619195,0.1143206,0.1365542,0.0331137,0.0409693,0.05311135,0.10084055,0.1235063,0.0117138,0.011536000000000001,0.01358205,0.01484885,0.0171438,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00020.mat,evento_adiantado_corrigido_v1
j00021,principal,multi_burst,heuristico,{},90.97959895689502,90.97959895689502,1,0.20550940327597353,0.20421109022992198,32,6,0,0,59.515824950778885,58.829675043486894,60,13.028594539481423,1500,0,0,0.013028594539481422,,,,nan,0,nan,nan,nan,nan,nan,4.18e-05,7.9e-06,1.02e-05,1.75e-05,7.88e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00021.mat,campanha_v1
j00022,principal,multi_burst,heuristico_foresight,{},60.65306596721214,60.65306596721214,1,0.05272012833377145,0.05090451500122736,21,1,0,0,59.52024384141023,58.67376804474655,60,17.25943197654565,1500,0,0,0.01725943197654565,,,,nan,0,nan,nan,nan,nan,nan,4.26e-05,8.7e-06,1.1e-05,1.405e-05,4.26e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00022.mat,campanha_v1
j00023,principal,multi_burst,miope_qp,{},108.89876702879235,108.89876702879235,1,0.11181569961457871,0.11181257841240368,6,3,3,0,59.74187425623582,59.04874506715448,60,14.722425201496351,3747.1860588605105,0,0,0.014722425201496352,,,,nan,0,nan,nan,nan,nan,nan,0.0011672,0.0005658,0.00070245,0.0008278000000000001,0.0011672,0.0010359,0.0005032,0.00061785,0.00074465,0.0010362,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00023.mat,campanha_v1
j00024,principal,multi_burst,mpc_qp_v5,{},0.018156780309027454,0,1,1.580937663698325e-05,0,0,0,0,0,58.93780138418609,57.868900645312216,60,21.955742797713445,1159.684896590849,0,0,0.021955742797713444,,,,0.04372173386293099,1983,0,0,2.2737367544323206e-13,333283.200808402,4015243775612013.0,0.0193105,0.0233513,0.0292185,0.03230555,0.0359829,0.0140122,0.01889925,0.0245311,0.0272715,0.0312972,0.0037713,0.0039625500000000004,0.0048514000000000005,0.0053495999999999995,0.0066864,0,05_resultados\revisao_operacional\campanha_v1\j00024.mat,campanha_v1
j00025,principal,multi_burst,mpc_qp_estocastico_3cen,{},5.684341886080802e-14,0,1,3.684339918415115e-15,0,0,0,0,0,53.01776098508628,52.0414967353629,60,43.699876904327134,2450.73225932527,0,0,0.04369987690432713,,,,0.09935640732840056,1908,0,0,5.650235834764317e-11,666566.4016168036,8030487551224027.0,0.0426411,0.048330899999999996,0.05954005,0.0683045,0.0830423,0.0278142,0.036267350000000004,0.046843,0.05563545,0.0661852,0.0125304,0.0113901,0.013375999999999999,0.01490815,0.0281153,0,05_resultados\revisao_operacional\campanha_v1\j00025.mat,campanha_v1
j00026,principal,diploee_facility_stress,heuristico,{},2.6737464414123338,2.6737464414123338,1,0.07310999947789754,0.07232335768168296,100,0,0,0,59.177224605032066,59.177224605032066,60,3.9081831260976307,201.2206660841739,0,0,0.003908183126097631,979,43,60,nan,0,nan,nan,nan,nan,nan,4.46e-05,8.1e-06,1.01e-05,1.13e-05,0.0001386,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00026.mat,campanha_v1
j00027,principal,diploee_facility_stress,heuristico_foresight,{},2.6737464414123338,2.6737464414123338,1,0.07249888774416312,0.0719526996789059,100,0,0,0,59.175863815274646,59.175863815274646,60,3.9146468774454704,201.2206660841739,0,0,0.00391464687744547,979,43,59.998767865344405,nan,0,nan,nan,nan,nan,nan,7.37e-05,8.9e-06,1.12e-05,1.4e-05,7.37e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00027.mat,campanha_v1
j00028,principal,diploee_facility_stress,miope_qp,{},6.974137104975853e-05,0,1,2.9411042934704695e-06,0,0,0,0,0,59.07471466133636,59.07471466133636,60.02258594047845,5.614297038841392,379.5822436915563,0,0,0.005614297038841392,979,0,59.91784129376295,nan,0,nan,nan,nan,nan,nan,0.0011685,0.0005957,0.00079075,0.00103815,0.0013645,0.0010315,0.0005310499999999999,0.0007093500000000001,0.00092275,0.0012305,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00028.mat,campanha_v1
j00029,principal,diploee_facility_stress,mpc_qp_v5,{},0.0022154515462489144,0,1,6.154032119793264e-07,0,0,0,0,0,58.73566828778374,58.73566828778374,60.00001632939784,6.0057391528575845,179.57627151875275,0,0,0.006005739152857585,979,0,59.89664270420349,3.395371521719426e-06,842,0,0,6.821210263296962e-13,333283.200808402,4015243775612013.0,0.0202286,0.018970050000000002,0.030740299999999998,0.032509300000000005,0.0363976,0.0143162,0.0148076,0.0264709,0.02786945,0.0308192,0.0043623,0.00389945,0.00483525,0.0051441,0.0058121,0,05_resultados\revisao_operacional\campanha_v1\j00029.mat,campanha_v1
j00030,principal,diploee_facility_stress,mpc_qp_estocastico_3cen,{},5.684341886080802e-14,0,1,4.377196907403815e-15,0,0,0,0,0,52.00797358065088,52.00797358065088,60,37.962125491908296,1041.8607542389925,0,0,0.0379621254919083,979,0,55.401073322425084,7.105427357601002e-15,0,0,0,1.6905232769204304e-10,666566.4016168036,8030487551224027.0,0.043251,0.05553735,0.06680225000000001,0.0702381,0.0819077,0.0292064,0.04352375,0.0541419,0.0575033,0.0675512,0.0111147,0.011476150000000001,0.01312315,0.0142472,0.0264853,0,05_resultados\revisao_operacional\campanha_v1\j00030.mat,campanha_v1
j00031,principal,nvml_llama2_stress,heuristico,{},52.733566283621286,52.733566283621286,1,2.652817526156753,2.6512862062809943,499,2,0,0,54.450720231188306,54.450720231188306,60,26.359078901855423,17186.16868139141,0,0,0.02635907890185542,,,,nan,0,nan,nan,nan,nan,nan,4.42e-05,7.9e-06,1e-05,1.34e-05,4.42e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00031.mat,campanha_v1
j00032,principal,nvml_llama2_stress,heuristico_foresight,{},48.5074773029627,48.5074773029627,1,2.6029660777031727,2.601101012216502,488,0,0,0,54.384711414695246,54.384711414695246,60,26.6726207801974,16766.704286992535,0,0,0.026672620780197397,,,,nan,0,nan,nan,nan,nan,nan,4.61e-05,8.8e-06,1.09e-05,1.31e-05,4.61e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00032.mat,campanha_v1
j00033,principal,nvml_llama2_stress,miope_qp,{},28.37485229782584,28.37485229782584,1,0.17162806736239622,0.17162570590658627,44,0,0,0,53.47630758475184,53.47630758475184,60.000000839715995,31.11526317951477,39527.034067790635,0,0,0.03111526317951477,,,,nan,0,nan,nan,nan,nan,nan,0.0011763,0.00057985,0.00069905,0.0007874500000000001,0.0011763,0.0010341,0.0005169,0.00061695,0.0007043500000000001,0.0010341,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00033.mat,campanha_v1
j00034,principal,nvml_llama2_stress,mpc_qp_v5,{},0.006557596080881467,0,1,3.533636677420038e-05,0,0,0,0,0,51.91455751499581,51.91455751499581,60,38.40585180376962,237.20969702497717,0,0,0.038405851803769625,,,,7.105427357601002e-15,0,0,0,2.0236257114447653e-11,333283.200808402,4015243775612013.0,0.018219,0.030968000000000002,0.03644185,0.0448317,0.0599859,0.0131069,0.02643665,0.031569349999999996,0.03913295,0.0543083,0.0035902,0.0040838,0.00506425,0.0054870000000000006,0.006558,0,05_resultados\revisao_operacional\campanha_v1\j00034.mat,campanha_v1
j00035,principal,nvml_llama2_stress,mpc_qp_estocastico_3cen,{},5.684341886080802e-14,0,1,2.5062243946827323e-15,0,0,0,0,0,41.41761142162375,41.41761142162375,60,88.26634574728652,564.1553819869944,0,0,0.08826634574728652,,,,7.105427357601002e-15,0,0,0,0.006029580635413367,666566.4016168036,8030487551224027.0,0.0412614,0.0569746,0.06370035,0.06922,0.0846381,0.02654,0.045307150000000004,0.0503256,0.05534365,0.0697269,0.0119247,0.011377149999999999,0.01341755,0.015390850000000001,0.0245275,0,05_resultados\revisao_operacional\campanha_v1\j00035.mat,campanha_v1
