id,group,scenario,ctrl,params_json,P_raw_kW,P_filtered_kW,filter_kW,E_raw_kWh,E_filtered_kWh,T_gt1_s,T_gt50_s,T_gt100_s,T_gt350_s,SOC_final,SOC_min,SOC_max,throughput_kWh,u_total_variation,source_violation_kW,fallback_pct,EFC,recovery_event_starts_s,recovery_s,SOC_at_events,soc_prediction_max_error_pp,soc_sign_mismatches,soc_prediction_violation_pp,ineq_residual,eq_residual,hess_cond,constraint_gram_cond,cycle_first_s,cycle_p50_s,cycle_p95_s,cycle_p99_s,cycle_max_s,qp_first_s,qp_p50_s,qp_p95_s,qp_p99_s,qp_max_s,assembly_first_s,assembly_p50_s,assembly_p95_s,assembly_p99_s,assembly_max_s,overruns,evidence,campaign
j01754,long_outage,falha_critica,heuristico,"{""Tf"": 9600}",750,750,1,1309.9490548980596,1309.9490548980596,7200,7200,7200,7200,24.745932168393256,20,60,215.02953546190517,850,0,0,0.21502953546190517,600,7200,60,nan,0,nan,nan,nan,nan,nan,8.59e-05,8e-06,1.47e-05,1.85e-05,0.000506,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j01754.mat,campanha_v1
j01755,long_outage,falha_critica,mpc_qp_v5,"{""Tf"": 9600}",750,750,1,1312.325816733268,1312.325816733268,7200,7200,7200,7200,24.72899531022528,20,60,214.93316782219222,2401.222889182809,0,0.3020833333333333,0.2149331678221922,600,7200,59.50115040962632,0.01492554791324352,795,6.807866270719387e-09,8.419756445932736e-08,0.0016238230081171423,333283.200808402,4015243775612013.0,0.0232931,0.0276502,0.0688652,0.079875,0.1076069,0.0158558,0.02207465,0.0627571,0.07371754999999999,0.1022311,0.0050869,0.00531235,0.006554,0.008095149999999999,0.0617529,0,05_resultados\revisao_operacional\campanha_v1\j01755.mat,campanha_v1
