id,group,scenario,ctrl,forecast_shift,params_json,P_raw_kW,P_filtered_kW,filter_kW,E_raw_kWh,E_filtered_kWh,T_gt1_s,T_gt50_s,T_gt100_s,T_gt350_s,SOC_final,SOC_min,SOC_max,throughput_kWh,u_total_variation,source_violation_kW,fallback_pct,EFC,recovery_event_starts_s,recovery_s,SOC_at_events,soc_prediction_max_error_pp,soc_sign_mismatches,soc_prediction_violation_pp,ineq_residual,eq_residual,hess_cond,constraint_gram_cond,cycle_first_s,cycle_p50_s,cycle_p95_s,cycle_p99_s,cycle_max_s,qp_first_s,qp_p50_s,qp_p95_s,qp_p99_s,qp_max_s,assembly_first_s,assembly_p50_s,assembly_p95_s,assembly_p99_s,assembly_max_s,overruns,evidence,campaign
j00404,gate,perda_fonte,mpc_qp_v5,-10,"{""event_arm_horizon"": 8}",350.0328750824433,350.0328750824433,1,14.58335654219494,14.58335654219494,150,150,150,150,57.01735189953635,55.62360657354565,60,28.123370491398237,1787.4692437269052,0,1.5833333333333335,0.028123370491398236,500,150,59.264608779369134,0.014570771835295204,733,0,0,0.002286602079493605,333283.200808402,4015243775612013.0,0.0213417,0.02624215,0.032126749999999996,0.042201050000000004,0.0801714,0.0154838,0.021708199999999997,0.0267516,0.033427,0.075227,0.0042454,0.00431045,0.00548575,0.00812805,0.0330216,0,05_resultados\revisao_operacional\campanha_v1\j00404.mat,campanha_v1
j00405,gate,perda_fonte,mpc_qp_v5,0,"{""event_arm_horizon"": 8}",351.27536089531316,351.27536089531316,1,14.58423370062304,14.584233700623038,150,150,150,150,57.218615093727955,55.82487068524021,60,27.167361131886075,1664.0203022312817,0,1.5833333333333335,0.027167361131886076,500,150,59.46568826234946,0.014570755515457279,733,0,0,0.0005022462151487161,333283.200808402,4015243775612013.0,0.0222645,0.025602,0.03444665,0.0411346,0.0512684,0.015743,0.02125675,0.0293847,0.03622775,0.046559,0.0046393,0.00438455,0.00516225,0.0055847,0.0074667,0,05_resultados\revisao_operacional\campanha_v1\j00405.mat,campanha_v1
j00406,gate,perda_fonte,mpc_qp_v5,10,"{""event_arm_horizon"": 8}",573.9361432224582,573.9361432224582,1,14.741425661927908,14.741425661927904,150,150,150,150,57.22682791935436,55.85682094917506,60,26.890663492361913,1937.4208879728662,0,1.5,0.026890663492361914,500,150,59.675045825302114,0.014571136081983127,733,0,0,0.0013349615888955668,333283.200808402,4015243775612013.0,0.0208583,0.0249896,0.02962785,0.037265049999999994,0.0988695,0.0152231,0.020789500000000002,0.0249798,0.03249555,0.0945289,0.0037793,0.0039538,0.00469125,0.0052151,0.0065637,0,05_resultados\revisao_operacional\campanha_v1\j00406.mat,campanha_v1
