scenario,heuristico,heuristico_foresight,miope_qp,mpc_qp_v5,mpc_qp_estocastico_3cen
carga_faixas,90.97959895689502,4.67481628589934,102.78268126816418,0.018079005862091435,5.684341886080802e-14
limite_fonte,90.97959895689502,4.67481628589934,102.78262296256007,5.684341886080802e-14,5.684341886080802e-14
perda_fonte,592.6122638850534,362.4661767623983,592.6116232891053,350.0673643906158,350.0000079452134
retorno_fonte,592.6122638850534,362.4661767623983,592.6116232812492,350.0896660016482,350.0000079439794
multi_burst,90.97959895689502,60.65306596721214,108.89876702879235,0.018156780309027454,5.684341886080802e-14
diploee_facility_stress,2.6737464414123338,2.6737464414123338,6.974137104975853e-05,0.0022154515462489144,5.684341886080802e-14
nvml_llama2_stress,52.733566283621286,48.5074773029627,28.37485229782584,0.006557596080881467,5.684341886080802e-14
